Node ID,Type,Degree
0,EntityNode,379
1,EntityNode,379
2,EntityNode,379
3,EntityNode,60
4,EntityNode,60
5,EntityNode,257
6,EntityNode,257
7,EntityNode,257
8,EntityNode,60
9,EntityNode,257
10,EntityNode,257
11,EntityNode,60
12,EntityNode,257
13,EntityNode,257
14,EntityNode,60
15,EntityNode,60
16,EntityNode,257
17,EntityNode,257
18,EntityNode,379
19,EntityNode,257
20,EntityNode,257
21,EntityNode,257
22,EntityNode,379
23,EntityNode,379
24,EntityNode,257
25,EntityNode,257
26,EntityNode,257
27,EntityNode,379
28,EntityNode,257
29,EntityNode,379
30,EntityNode,257
31,EntityNode,257
32,EntityNode,257
33,EntityNode,379
34,EntityNode,379
35,EntityNode,379
36,EntityNode,257
37,EntityNode,257
38,EntityNode,257
39,EntityNode,257
40,EntityNode,257
41,EntityNode,379
42,EntityNode,257
43,EntityNode,379
44,EntityNode,379
45,EntityNode,257
46,EntityNode,379
47,EntityNode,257
48,EntityNode,379
49,EntityNode,379
50,EntityNode,379
51,EntityNode,379
52,EntityNode,379
53,TermNode,425
54,TermNode,60
55,TermNode,60
56,TermNode,425
57,TermNode,313
58,TermNode,60
59,TermNode,425
60,TermNode,425
61,TermNode,60
62,TermNode,60
63,TermNode,60
64,TermNode,60
65,TermNode,313
66,TermNode,425
67,TermNode,425
68,TermNode,60
69,TermNode,60
70,TermNode,60
71,TermNode,60
72,TermNode,60
73,TermNode,60
74,TermNode,60
75,TermNode,60
76,TermNode,60
77,TermNode,60
78,TermNode,60
79,TermNode,425
80,TermNode,425
81,TermNode,60
82,TermNode,60
83,TermNode,60
84,TermNode,425
85,TermNode,60
86,TermNode,425
87,TermNode,60
88,TermNode,654
89,TermNode,60
90,TermNode,425
91,TermNode,60
92,TermNode,60
93,TermNode,60
94,TermNode,60
95,TermNode,60
96,TermNode,60
97,TermNode,60
98,TermNode,60
99,TermNode,425
100,TermNode,60
101,TermNode,425
102,TermNode,60
103,TermNode,313
104,TermNode,60
105,TermNode,60
106,TermNode,60
107,TermNode,257
108,TermNode,257
109,TermNode,257
110,TermNode,257
111,TermNode,257
112,TermNode,257
113,TermNode,257
114,TermNode,257
115,TermNode,257
116,TermNode,257
117,TermNode,257
118,TermNode,257
119,TermNode,257
120,TermNode,257
121,TermNode,611
122,TermNode,257
123,TermNode,257
124,TermNode,257
125,TermNode,257
126,TermNode,257
127,TermNode,611
128,TermNode,257
129,TermNode,257
130,TermNode,257
131,TermNode,257
132,TermNode,257
133,TermNode,257
134,TermNode,257
135,TermNode,257
136,TermNode,257
137,TermNode,257
138,TermNode,257
139,TermNode,257
140,TermNode,611
141,TermNode,257
142,TermNode,257
143,TermNode,257
144,TermNode,257
145,TermNode,257
146,TermNode,257
147,TermNode,257
148,TermNode,611
149,TermNode,257
150,TermNode,257
151,TermNode,257
152,TermNode,257
153,TermNode,257
154,TermNode,257
155,TermNode,257
156,TermNode,257
157,TermNode,257
158,TermNode,257
159,TermNode,611
160,TermNode,257
161,TermNode,257
162,TermNode,257
163,TermNode,257
164,TermNode,257
165,TermNode,257
166,TermNode,257
167,TermNode,611
168,TermNode,257
169,TermNode,257
170,TermNode,257
171,TermNode,257
172,TermNode,257
173,TermNode,257
174,TermNode,257
175,TermNode,257
176,TermNode,257
177,TermNode,257
178,TermNode,257
179,TermNode,257
180,TermNode,611
181,TermNode,611
182,TermNode,257
183,TermNode,257
184,TermNode,257
185,TermNode,257
186,TermNode,257
187,TermNode,257
188,TermNode,257
189,TermNode,257
190,TermNode,257
191,TermNode,257
192,TermNode,257
193,TermNode,257
194,TermNode,257
195,TermNode,611
196,TermNode,257
197,TermNode,257
198,TermNode,257
199,TermNode,257
200,TermNode,257
201,TermNode,257
202,TermNode,257
203,TermNode,257
204,TermNode,257
205,TermNode,611
206,TermNode,257
207,TermNode,257
208,TermNode,257
209,TermNode,257
210,TermNode,257
211,TermNode,257
212,TermNode,257
213,TermNode,257
214,TermNode,611
215,TermNode,257
216,TermNode,257
217,TermNode,611
218,TermNode,257
219,TermNode,257
220,TermNode,257
221,TermNode,257
222,TermNode,257
223,TermNode,257
224,TermNode,257
225,TermNode,257
226,TermNode,257
227,TermNode,611
228,TermNode,257
229,TermNode,611
230,TermNode,611
231,TermNode,257
232,TermNode,611
233,TermNode,611
234,TermNode,257
235,TermNode,257
236,TermNode,257
237,TermNode,257
238,TermNode,257
239,TermNode,257
240,TermNode,257
241,TermNode,257
242,TermNode,257
243,TermNode,257
244,TermNode,257
245,TermNode,257
246,TermNode,611
247,TermNode,611
248,TermNode,257
249,TermNode,257
250,TermNode,257
251,TermNode,257
252,TermNode,257
253,TermNode,257
254,TermNode,257
255,TermNode,257
256,TermNode,611
257,TermNode,257
258,TermNode,257
259,TermNode,257
260,TermNode,257
261,TermNode,257
262,TermNode,257
263,TermNode,257
264,TermNode,257
265,TermNode,257
266,TermNode,611
267,TermNode,257
268,TermNode,257
269,TermNode,257
270,TermNode,257
271,TermNode,611
272,TermNode,257
273,TermNode,257
274,TermNode,257
275,TermNode,257
276,TermNode,611
277,TermNode,257
278,TermNode,257
279,TermNode,257
280,TermNode,257
281,TermNode,257
282,TermNode,257
283,TermNode,257
284,TermNode,257
285,TermNode,257
286,TermNode,257
287,TermNode,257
288,TermNode,257
289,TermNode,257
290,TermNode,257
291,TermNode,257
292,TermNode,257
293,TermNode,257
294,TermNode,257
295,TermNode,257
296,TermNode,257
297,TermNode,257
298,TermNode,257
299,TermNode,257
300,TermNode,257
301,TermNode,257
302,TermNode,611
303,TermNode,257
304,TermNode,257
305,TermNode,257
306,TermNode,257
307,TermNode,257
308,TermNode,257
309,TermNode,257
310,TermNode,257
311,TermNode,257
312,TermNode,257
313,TermNode,257
314,TermNode,257
315,TermNode,257
316,TermNode,257
317,TermNode,257
318,TermNode,257
319,TermNode,257
320,TermNode,257
321,TermNode,257
322,TermNode,257
323,TermNode,257
324,TermNode,257
325,TermNode,257
326,TermNode,257
327,TermNode,257
328,TermNode,257
329,TermNode,257
