Node ID,Type,Degree
0,EntityNode,374
1,EntityNode,220
2,EntityNode,374
3,EntityNode,182
4,EntityNode,299
5,EntityNode,183
6,EntityNode,299
7,EntityNode,299
8,EntityNode,837
9,EntityNode,299
10,EntityNode,837
11,EntityNode,837
12,EntityNode,2018
13,EntityNode,481
14,EntityNode,481
15,EntityNode,481
16,EntityNode,481
17,EntityNode,182
18,EntityNode,481
19,EntityNode,182
20,EntityNode,837
21,EntityNode,182
22,EntityNode,481
23,EntityNode,182
24,EntityNode,182
25,EntityNode,182
26,EntityNode,374
27,EntityNode,374
28,EntityNode,423
29,EntityNode,182
30,EntityNode,374
31,EntityNode,182
32,EntityNode,1164
33,EntityNode,374
34,EntityNode,956
35,EntityNode,374
36,EntityNode,1899
37,EntityNode,641
38,EntityNode,182
39,EntityNode,374
40,EntityNode,182
41,EntityNode,374
42,EntityNode,182
43,EntityNode,374
44,EntityNode,182
45,EntityNode,182
46,EntityNode,374
47,EntityNode,1438
48,EntityNode,481
49,EntityNode,481
50,EntityNode,299
51,EntityNode,299
52,EntityNode,837
53,EntityNode,299
54,EntityNode,481
55,EntityNode,299
56,EntityNode,837
57,EntityNode,481
58,EntityNode,299
59,EntityNode,481
60,EntityNode,299
61,EntityNode,837
62,EntityNode,299
63,EntityNode,374
64,EntityNode,374
65,EntityNode,374
66,EntityNode,374
67,EntityNode,1517
68,EntityNode,837
69,EntityNode,481
70,EntityNode,481
71,EntityNode,481
72,EntityNode,1354
73,EntityNode,837
74,EntityNode,481
75,EntityNode,837
76,EntityNode,482
77,EntityNode,837
78,EntityNode,481
79,EntityNode,837
80,EntityNode,837
81,EntityNode,481
82,EntityNode,481
83,EntityNode,481
84,EntityNode,837
85,EntityNode,481
86,EntityNode,481
87,EntityNode,766
88,EntityNode,481
89,EntityNode,481
90,EntityNode,481
91,EntityNode,481
92,EntityNode,481
93,EntityNode,837
94,EntityNode,577
95,EntityNode,1997
96,EntityNode,837
97,EntityNode,837
98,EntityNode,481
99,EntityNode,482
100,EntityNode,481
101,EntityNode,481
102,EntityNode,837
103,EntityNode,577
104,EntityNode,1023
105,EntityNode,837
106,EntityNode,837
107,EntityNode,481
108,EntityNode,837
109,EntityNode,481
110,EntityNode,481
111,EntityNode,481
112,EntityNode,837
113,EntityNode,481
114,EntityNode,837
115,EntityNode,482
116,EntityNode,481
117,EntityNode,837
118,EntityNode,481
119,EntityNode,837
120,EntityNode,481
121,EntityNode,837
122,EntityNode,925
123,EntityNode,481
124,EntityNode,481
125,EntityNode,925
126,EntityNode,837
127,EntityNode,481
128,EntityNode,299
129,EntityNode,299
130,EntityNode,374
131,EntityNode,2354
132,EntityNode,374
133,EntityNode,299
134,EntityNode,299
135,EntityNode,299
136,EntityNode,299
137,EntityNode,374
138,EntityNode,374
139,EntityNode,299
140,EntityNode,2354
141,EntityNode,299
142,EntityNode,299
143,EntityNode,299
144,EntityNode,374
145,EntityNode,374
146,EntityNode,299
147,EntityNode,374
148,EntityNode,299
149,EntityNode,374
150,EntityNode,374
151,EntityNode,299
152,EntityNode,374
153,EntityNode,374
154,EntityNode,837
155,EntityNode,837
156,EntityNode,299
157,EntityNode,837
158,EntityNode,299
159,EntityNode,837
160,EntityNode,299
161,EntityNode,837
162,EntityNode,374
163,EntityNode,299
164,EntityNode,299
165,EntityNode,299
166,EntityNode,299
167,EntityNode,299
168,EntityNode,374
169,EntityNode,837
170,EntityNode,299
171,EntityNode,299
172,EntityNode,299
173,EntityNode,299
174,EntityNode,837
175,EntityNode,837
176,EntityNode,374
177,EntityNode,374
178,EntityNode,299
179,EntityNode,299
180,EntityNode,374
181,EntityNode,837
182,EntityNode,838
183,EntityNode,837
184,EntityNode,837
185,EntityNode,374
186,EntityNode,374
187,EntityNode,374
188,EntityNode,2354
189,EntityNode,374
190,EntityNode,374
191,EntityNode,837
192,EntityNode,837
193,EntityNode,837
194,EntityNode,837
195,EntityNode,837
196,EntityNode,837
197,EntityNode,837
198,EntityNode,837
199,EntityNode,837
200,EntityNode,837
201,EntityNode,837
202,EntityNode,837
203,EntityNode,837
204,EntityNode,837
205,EntityNode,837
206,EntityNode,837
207,EntityNode,837
208,EntityNode,837
209,EntityNode,837
210,EntityNode,837
211,EntityNode,837
212,EntityNode,374
213,EntityNode,374
214,EntityNode,374
215,EntityNode,374
216,EntityNode,374
217,EntityNode,374
218,EntityNode,374
219,EntityNode,374
220,EntityNode,374
221,EntityNode,374
222,EntityNode,1899
223,EntityNode,374
224,EntityNode,1164
225,EntityNode,374
226,EntityNode,374
227,EntityNode,374
228,EntityNode,1236
229,EntityNode,2354
230,EntityNode,374
231,EntityNode,374
232,EntityNode,374
233,EntityNode,374
234,EntityNode,374
235,EntityNode,1918
236,EntityNode,837
237,EntityNode,837
238,EntityNode,837
239,EntityNode,837
240,EntityNode,837
241,EntityNode,837
242,EntityNode,837
243,EntityNode,837
244,EntityNode,837
245,EntityNode,837
246,EntityNode,837
247,EntityNode,837
248,EntityNode,837
249,EntityNode,837
250,EntityNode,837
251,EntityNode,837
252,EntityNode,837
253,EntityNode,837
254,EntityNode,837
255,EntityNode,837
256,EntityNode,837
257,EntityNode,837
258,TermNode,2022
259,TermNode,1312
260,TermNode,182
261,TermNode,1686
262,TermNode,1758
263,TermNode,274
264,TermNode,182
265,TermNode,2320
266,TermNode,1811
267,TermNode,5507
268,TermNode,3310
269,TermNode,1474
270,TermNode,3758
271,TermNode,964
272,TermNode,5174
273,TermNode,182
274,TermNode,1107
275,TermNode,1758
276,TermNode,4167
277,TermNode,889
278,TermNode,1019
279,TermNode,1947
280,TermNode,182
281,TermNode,3839
282,TermNode,182
283,TermNode,182
284,TermNode,182
285,TermNode,182
286,TermNode,958
287,TermNode,182
288,TermNode,2633
289,TermNode,182
290,TermNode,3447
291,TermNode,1016
292,TermNode,182
293,TermNode,2839
294,TermNode,182
295,TermNode,182
296,TermNode,182
297,TermNode,2684
298,TermNode,2648
299,TermNode,182
300,TermNode,2227
301,TermNode,182
302,TermNode,182
303,TermNode,182
304,TermNode,182
305,TermNode,182
306,TermNode,2597
307,TermNode,3057
308,TermNode,1758
309,TermNode,2782
310,TermNode,828
311,TermNode,2227
312,TermNode,182
313,TermNode,1267
314,TermNode,182
315,TermNode,182
316,TermNode,182
317,TermNode,1013
318,TermNode,986
319,TermNode,3504
320,TermNode,4711
321,TermNode,182
322,TermNode,410
323,TermNode,182
324,TermNode,182
325,TermNode,5079
326,TermNode,182
327,TermNode,814
328,TermNode,3472
329,TermNode,182
330,TermNode,1013
331,TermNode,2523
332,TermNode,182
333,TermNode,182
334,TermNode,2062
335,TermNode,182
336,TermNode,3023
337,TermNode,182
338,TermNode,182
339,TermNode,182
340,TermNode,182
341,TermNode,2462
342,TermNode,182
343,TermNode,963
344,TermNode,2937
345,TermNode,182
346,TermNode,585
347,TermNode,4991
348,TermNode,3406
349,TermNode,2241
350,TermNode,2552
351,TermNode,182
352,TermNode,182
353,TermNode,2431
354,TermNode,182
355,TermNode,182
356,TermNode,2127
357,TermNode,743
358,TermNode,2941
359,TermNode,182
360,TermNode,182
361,TermNode,1267
362,TermNode,4831
363,TermNode,355
364,TermNode,2858
365,TermNode,1016
366,TermNode,3146
367,TermNode,540
368,TermNode,3099
369,TermNode,182
370,TermNode,182
371,TermNode,2005
372,TermNode,2701
373,TermNode,1013
374,TermNode,4325
375,TermNode,355
376,TermNode,757
377,TermNode,3306
378,TermNode,182
379,TermNode,1758
380,TermNode,1013
381,TermNode,1811
382,TermNode,1758
383,TermNode,2989
384,TermNode,182
385,TermNode,1758
386,TermNode,182
387,TermNode,182
388,TermNode,2618
389,TermNode,182
390,TermNode,2429
391,TermNode,182
392,TermNode,182
393,TermNode,182
394,TermNode,2940
395,TermNode,182
396,TermNode,1758
397,TermNode,3389
398,TermNode,2314
399,TermNode,182
400,TermNode,182
401,TermNode,182
402,TermNode,3279
403,TermNode,182
404,TermNode,182
405,TermNode,182
406,TermNode,182
407,TermNode,2024
408,TermNode,182
409,TermNode,2349
410,TermNode,357
411,TermNode,182
412,TermNode,2983
413,TermNode,2146
414,TermNode,641
415,TermNode,831
416,TermNode,410
417,TermNode,2164
418,TermNode,182
419,TermNode,3856
420,TermNode,182
421,EntityNode,641
422,EntityNode,641
423,EntityNode,641
424,EntityNode,641
425,EntityNode,642
426,EntityNode,642
427,EntityNode,641
428,EntityNode,641
429,EntityNode,641
430,EntityNode,641
431,EntityNode,641
432,EntityNode,641
433,EntityNode,641
434,EntityNode,641
435,EntityNode,641
436,EntityNode,641
437,EntityNode,1664
438,EntityNode,641
439,EntityNode,641
440,EntityNode,641
441,EntityNode,641
442,EntityNode,641
443,EntityNode,641
444,EntityNode,641
445,EntityNode,641
446,EntityNode,641
447,EntityNode,641
448,EntityNode,641
449,EntityNode,641
450,EntityNode,641
451,EntityNode,1174
452,EntityNode,1174
453,EntityNode,641
454,EntityNode,641
455,EntityNode,641
456,EntityNode,641
457,EntityNode,641
458,EntityNode,641
459,EntityNode,641
460,EntityNode,641
461,EntityNode,641
462,EntityNode,641
463,EntityNode,641
464,EntityNode,641
465,EntityNode,641
466,EntityNode,641
467,EntityNode,641
468,EntityNode,641
469,EntityNode,641
470,EntityNode,641
471,EntityNode,641
472,EntityNode,641
473,EntityNode,641
474,EntityNode,641
475,EntityNode,641
476,EntityNode,641
477,EntityNode,641
478,EntityNode,641
479,EntityNode,641
480,EntityNode,641
481,EntityNode,641
482,EntityNode,641
483,EntityNode,641
484,EntityNode,641
485,EntityNode,641
486,EntityNode,641
487,EntityNode,641
488,EntityNode,641
489,EntityNode,641
490,EntityNode,641
491,EntityNode,641
492,EntityNode,641
493,EntityNode,641
494,EntityNode,641
495,EntityNode,641
496,EntityNode,641
497,EntityNode,641
498,EntityNode,641
499,EntityNode,641
500,EntityNode,1174
501,EntityNode,1174
502,EntityNode,641
503,EntityNode,641
504,EntityNode,641
505,EntityNode,641
506,EntityNode,641
507,EntityNode,641
508,EntityNode,641
509,EntityNode,641
510,EntityNode,641
511,EntityNode,641
512,EntityNode,641
513,EntityNode,641
514,EntityNode,641
515,EntityNode,641
516,EntityNode,641
517,EntityNode,641
518,EntityNode,641
519,EntityNode,641
520,EntityNode,641
521,EntityNode,641
522,EntityNode,641
523,EntityNode,641
524,EntityNode,641
525,EntityNode,641
526,EntityNode,641
527,EntityNode,641
528,EntityNode,641
529,EntityNode,641
530,EntityNode,641
531,EntityNode,641
532,EntityNode,641
533,EntityNode,641
534,EntityNode,641
535,EntityNode,641
536,EntityNode,641
537,EntityNode,641
538,EntityNode,641
539,EntityNode,641
540,EntityNode,641
541,EntityNode,641
542,EntityNode,641
543,EntityNode,641
544,EntityNode,641
545,EntityNode,642
546,EntityNode,641
547,EntityNode,641
548,EntityNode,641
549,EntityNode,641
550,EntityNode,641
551,EntityNode,641
552,EntityNode,641
553,EntityNode,641
554,EntityNode,641
555,EntityNode,641
556,EntityNode,641
557,EntityNode,641
558,EntityNode,641
559,TermNode,1831
560,TermNode,2294
561,TermNode,1354
562,TermNode,1406
563,TermNode,1905
564,TermNode,2417
565,TermNode,1964
566,TermNode,1617
567,TermNode,1680
568,TermNode,1565
569,TermNode,1517
570,TermNode,4030
571,TermNode,3918
572,TermNode,3198
573,TermNode,2028
574,TermNode,2123
575,TermNode,1517
576,TermNode,481
577,TermNode,4716
578,TermNode,2658
579,TermNode,481
580,TermNode,481
581,TermNode,2523
582,TermNode,3796
583,TermNode,3187
584,TermNode,2348
585,TermNode,1434
586,TermNode,3090
587,TermNode,2630
588,TermNode,1040
589,TermNode,481
590,TermNode,3070
591,TermNode,1023
592,TermNode,481
593,TermNode,481
594,TermNode,1081
595,TermNode,718
596,TermNode,481
597,TermNode,481
598,TermNode,1517
599,TermNode,481
600,TermNode,1583
601,TermNode,2779
602,TermNode,1023
603,TermNode,2495
604,TermNode,481
605,TermNode,481
606,TermNode,1947
607,TermNode,2196
608,TermNode,1997
609,TermNode,1997
610,TermNode,1508
611,TermNode,868
612,TermNode,481
613,TermNode,1060
614,TermNode,3430
615,TermNode,481
616,TermNode,1265
617,TermNode,2475
618,TermNode,3044
619,TermNode,925
620,TermNode,481
621,TermNode,2841
622,TermNode,481
623,TermNode,2057
624,TermNode,481
625,TermNode,481
626,TermNode,481
627,TermNode,1198
628,TermNode,1109
629,TermNode,2729
630,TermNode,4500
631,TermNode,1517
632,TermNode,2636
633,TermNode,481
634,TermNode,2605
635,TermNode,481
636,TermNode,481
637,TermNode,2287
638,TermNode,1831
639,TermNode,3135
640,TermNode,481
641,TermNode,481
642,TermNode,3072
643,TermNode,2028
644,TermNode,1034
645,TermNode,2028
646,TermNode,481
647,TermNode,2248
648,TermNode,1023
649,TermNode,3254
650,TermNode,481
651,TermNode,577
652,TermNode,2487
653,TermNode,481
654,TermNode,5134
655,TermNode,481
656,TermNode,481
657,TermNode,481
658,TermNode,1128
659,TermNode,3977
660,TermNode,481
661,TermNode,3382
662,TermNode,952
663,TermNode,481
664,TermNode,481
665,TermNode,481
666,TermNode,481
667,TermNode,481
668,TermNode,837
669,TermNode,3892
670,TermNode,2160
671,TermNode,3682
672,TermNode,481
673,TermNode,481
674,TermNode,1096
675,TermNode,481
676,TermNode,2589
677,TermNode,481
678,TermNode,481
679,TermNode,1517
680,TermNode,481
681,TermNode,837
682,TermNode,837
683,TermNode,1865
684,TermNode,481
685,TermNode,481
686,TermNode,1616
687,TermNode,481
688,TermNode,2709
689,TermNode,2596
690,TermNode,1373
691,TermNode,3466
