Node ID,Type,Degree
0,EntityNode,47
1,EntityNode,929
2,EntityNode,929
3,EntityNode,373
4,EntityNode,1426
5,EntityNode,373
6,EntityNode,1426
7,EntityNode,3230
8,EntityNode,373
9,EntityNode,373
10,EntityNode,929
11,EntityNode,373
12,EntityNode,929
13,EntityNode,373
14,EntityNode,373
15,EntityNode,373
16,EntityNode,3906
17,EntityNode,373
18,EntityNode,47
19,EntityNode,373
20,EntityNode,47
21,EntityNode,929
22,EntityNode,6001
23,EntityNode,929
24,EntityNode,1426
25,EntityNode,929
26,EntityNode,929
27,EntityNode,373
28,EntityNode,373
29,EntityNode,929
30,EntityNode,929
31,EntityNode,929
32,EntityNode,373
33,EntityNode,373
34,EntityNode,929
35,EntityNode,373
36,EntityNode,929
37,EntityNode,929
38,EntityNode,929
39,EntityNode,373
40,EntityNode,929
41,EntityNode,929
42,EntityNode,373
43,EntityNode,929
44,EntityNode,929
45,EntityNode,373
46,EntityNode,373
47,EntityNode,373
48,EntityNode,373
49,EntityNode,373
50,EntityNode,373
51,EntityNode,373
52,EntityNode,373
53,EntityNode,374
54,EntityNode,373
55,EntityNode,375
56,EntityNode,373
57,EntityNode,373
58,EntityNode,373
59,EntityNode,373
60,EntityNode,373
61,EntityNode,373
62,EntityNode,373
63,EntityNode,373
64,EntityNode,373
65,EntityNode,373
66,EntityNode,373
67,EntityNode,373
68,EntityNode,373
69,EntityNode,373
70,EntityNode,373
71,EntityNode,373
72,EntityNode,373
73,EntityNode,373
74,EntityNode,373
75,EntityNode,373
76,EntityNode,373
77,EntityNode,373
78,EntityNode,373
79,EntityNode,373
80,EntityNode,373
81,EntityNode,373
82,EntityNode,373
83,EntityNode,1861
84,EntityNode,373
85,EntityNode,373
86,EntityNode,373
87,EntityNode,4869
88,EntityNode,373
89,EntityNode,373
90,EntityNode,373
91,EntityNode,373
92,EntityNode,373
93,EntityNode,3218
94,EntityNode,3218
95,EntityNode,7169
96,EntityNode,450
97,EntityNode,3904
98,EntityNode,1426
99,EntityNode,1426
100,EntityNode,1426
101,EntityNode,1427
102,EntityNode,1441
103,EntityNode,1426
104,EntityNode,1426
105,EntityNode,1401
106,EntityNode,351
107,EntityNode,1296
108,EntityNode,1426
109,EntityNode,351
110,EntityNode,2352
111,EntityNode,1426
112,EntityNode,1426
113,EntityNode,813
114,EntityNode,351
115,EntityNode,1426
116,EntityNode,351
117,EntityNode,1427
118,EntityNode,1426
119,EntityNode,897
120,EntityNode,1973
121,EntityNode,1442
122,EntityNode,1426
123,EntityNode,1426
124,EntityNode,351
125,EntityNode,1426
126,EntityNode,865
127,EntityNode,1426
128,EntityNode,1426
129,EntityNode,1426
130,EntityNode,1426
131,EntityNode,1426
132,EntityNode,1515
133,EntityNode,1426
134,EntityNode,1426
135,EntityNode,351
136,EntityNode,1426
137,EntityNode,1426
138,EntityNode,352
139,EntityNode,1426
140,EntityNode,1426
141,EntityNode,1426
142,EntityNode,695
143,EntityNode,1426
144,EntityNode,1426
145,EntityNode,1426
146,EntityNode,3046
147,EntityNode,1426
148,EntityNode,1426
149,EntityNode,1426
150,EntityNode,519
151,EntityNode,1426
152,EntityNode,1426
153,EntityNode,1426
154,EntityNode,2104
155,EntityNode,549
156,EntityNode,1426
157,EntityNode,1426
158,EntityNode,1426
159,EntityNode,1426
160,EntityNode,1426
161,EntityNode,1401
162,EntityNode,1426
163,EntityNode,1426
164,EntityNode,571
165,EntityNode,1426
166,EntityNode,1426
167,EntityNode,1426
168,EntityNode,1426
169,EntityNode,1426
170,EntityNode,1426
171,EntityNode,1426
172,EntityNode,1426
173,EntityNode,1426
174,EntityNode,1426
175,EntityNode,1426
176,EntityNode,1426
177,EntityNode,1427
178,EntityNode,1426
179,EntityNode,1426
180,EntityNode,1426
181,EntityNode,1426
182,EntityNode,1426
183,EntityNode,1426
184,EntityNode,1426
185,EntityNode,373
186,EntityNode,373
187,EntityNode,929
188,EntityNode,374
189,EntityNode,373
190,EntityNode,6567
191,EntityNode,373
192,EntityNode,373
193,EntityNode,373
194,EntityNode,929
195,EntityNode,929
196,EntityNode,929
197,EntityNode,929
198,EntityNode,929
199,EntityNode,3507
200,EntityNode,2148
201,EntityNode,929
202,EntityNode,929
203,EntityNode,929
204,EntityNode,929
205,EntityNode,929
206,EntityNode,929
207,EntityNode,929
208,EntityNode,929
209,EntityNode,929
210,EntityNode,929
211,EntityNode,929
212,EntityNode,929
213,EntityNode,929
214,EntityNode,929
215,EntityNode,929
216,EntityNode,929
217,EntityNode,929
218,EntityNode,929
219,EntityNode,3594
220,EntityNode,929
221,EntityNode,929
222,EntityNode,929
223,EntityNode,929
224,EntityNode,929
225,EntityNode,929
226,EntityNode,3610
227,EntityNode,929
228,EntityNode,929
229,EntityNode,929
230,EntityNode,929
231,EntityNode,929
232,EntityNode,929
233,EntityNode,930
234,EntityNode,2111
235,EntityNode,929
236,EntityNode,929
237,EntityNode,929
238,EntityNode,929
239,EntityNode,929
240,EntityNode,5029
241,EntityNode,929
242,EntityNode,929
243,EntityNode,929
244,EntityNode,929
245,EntityNode,929
246,EntityNode,929
247,EntityNode,929
248,EntityNode,929
249,EntityNode,929
250,EntityNode,929
251,EntityNode,929
252,EntityNode,929
253,EntityNode,929
254,EntityNode,930
255,EntityNode,929
256,EntityNode,929
257,EntityNode,929
258,EntityNode,929
259,EntityNode,929
260,EntityNode,3594
261,EntityNode,929
262,EntityNode,929
263,EntityNode,3507
264,EntityNode,1343
265,EntityNode,929
266,EntityNode,1426
267,EntityNode,2222
268,EntityNode,1427
269,EntityNode,1426
270,EntityNode,1426
271,EntityNode,1426
272,EntityNode,1426
273,EntityNode,1426
274,EntityNode,1426
275,EntityNode,1426
276,EntityNode,1426
277,EntityNode,1426
278,EntityNode,373
279,EntityNode,373
280,EntityNode,373
281,EntityNode,373
282,EntityNode,373
283,EntityNode,373
284,EntityNode,373
285,EntityNode,373
286,EntityNode,373
287,EntityNode,373
288,EntityNode,373
289,EntityNode,373
290,EntityNode,373
291,EntityNode,373
292,EntityNode,373
293,EntityNode,375
294,EntityNode,1602
295,EntityNode,373
296,EntityNode,373
297,EntityNode,2207
298,EntityNode,373
299,EntityNode,373
300,EntityNode,375
301,EntityNode,373
302,EntityNode,373
303,EntityNode,373
304,EntityNode,373
305,EntityNode,373
306,EntityNode,373
307,EntityNode,373
308,EntityNode,373
309,EntityNode,373
310,TermNode,6969
311,TermNode,17573
312,TermNode,15371
313,TermNode,17526
314,TermNode,8250
315,TermNode,14669
316,TermNode,14003
317,TermNode,8522
318,TermNode,10841
319,TermNode,14570
320,TermNode,6298
