NodeID,Type,Degree,InDegree,OutDegree
0,EntityNode,123,123,123
1,EntityNode,123,123,123
2,EntityNode,123,123,123
3,EntityNode,123,123,123
4,EntityNode,123,123,123
5,EntityNode,123,123,123
6,EntityNode,123,123,123
7,EntityNode,123,123,123
8,EntityNode,123,123,123
9,EntityNode,123,123,123
10,EntityNode,123,123,123
11,EntityNode,123,123,123
12,EntityNode,123,123,123
13,EntityNode,123,123,123
14,EntityNode,123,123,123
15,EntityNode,123,123,123
16,EntityNode,123,123,123
17,EntityNode,123,123,123
18,EntityNode,123,123,123
19,EntityNode,123,123,123
20,EntityNode,123,123,123
21,EntityNode,123,123,123
22,EntityNode,123,123,123
23,EntityNode,123,123,123
24,EntityNode,123,123,123
25,EntityNode,123,123,123
26,EntityNode,123,123,123
27,EntityNode,123,123,123
28,EntityNode,123,123,123
29,TermNode,123,123,123
30,TermNode,123,123,123
31,TermNode,123,123,123
32,TermNode,123,123,123
33,TermNode,123,123,123
34,TermNode,123,123,123
35,TermNode,123,123,123
36,TermNode,123,123,123
37,TermNode,123,123,123
38,TermNode,123,123,123
39,TermNode,123,123,123
40,TermNode,123,123,123
41,TermNode,123,123,123
42,TermNode,123,123,123
43,TermNode,123,123,123
44,TermNode,123,123,123
45,TermNode,123,123,123
46,TermNode,123,123,123
47,TermNode,123,123,123
48,TermNode,123,123,123
49,TermNode,123,123,123
50,TermNode,123,123,123
51,TermNode,123,123,123
52,TermNode,123,123,123
53,TermNode,123,123,123
54,TermNode,123,123,123
55,TermNode,123,123,123
56,TermNode,123,123,123
57,TermNode,123,123,123
58,TermNode,123,123,123
59,TermNode,123,123,123
60,TermNode,123,123,123
61,TermNode,123,123,123
62,TermNode,123,123,123
63,TermNode,123,123,123
64,TermNode,123,123,123
65,TermNode,123,123,123
66,TermNode,123,123,123
67,TermNode,123,123,123
68,TermNode,123,123,123
69,TermNode,123,123,123
70,TermNode,123,123,123
71,TermNode,123,123,123
72,TermNode,123,123,123
73,TermNode,123,123,123
74,TermNode,123,123,123
75,TermNode,123,123,123
76,TermNode,123,123,123
77,TermNode,123,123,123
78,TermNode,123,123,123
79,TermNode,123,123,123
80,TermNode,123,123,123
81,TermNode,123,123,123
82,TermNode,123,123,123
83,TermNode,123,123,123
84,TermNode,123,123,123
85,TermNode,123,123,123
86,TermNode,123,123,123
87,TermNode,123,123,123
88,TermNode,123,123,123
89,TermNode,123,123,123
90,TermNode,123,123,123
91,TermNode,123,123,123
92,TermNode,123,123,123
93,TermNode,123,123,123
94,TermNode,123,123,123
95,TermNode,123,123,123
96,TermNode,123,123,123
97,TermNode,123,123,123
98,TermNode,123,123,123
99,TermNode,123,123,123
100,TermNode,123,123,123
101,TermNode,123,123,123
102,TermNode,123,123,123
103,TermNode,123,123,123
104,TermNode,123,123,123
105,TermNode,123,123,123
106,TermNode,123,123,123
107,TermNode,123,123,123
108,TermNode,123,123,123
109,TermNode,123,123,123
110,TermNode,123,123,123
111,TermNode,123,123,123
112,TermNode,123,123,123
113,TermNode,123,123,123
114,TermNode,123,123,123
115,TermNode,123,123,123
116,TermNode,123,123,123
117,TermNode,123,123,123
118,TermNode,123,123,123
119,TermNode,123,123,123
120,TermNode,123,123,123
121,TermNode,123,123,123
122,TermNode,123,123,123
