NodeID,Type,Degree,InDegree,OutDegree
0,EntityNode,365,365,365
1,EntityNode,365,365,365
2,EntityNode,365,365,365
3,EntityNode,173,173,173
4,EntityNode,173,173,173
5,EntityNode,173,173,173
6,EntityNode,173,173,173
7,EntityNode,173,173,173
8,EntityNode,173,173,173
9,EntityNode,173,173,173
10,EntityNode,173,173,173
11,EntityNode,173,173,173
12,EntityNode,173,173,173
13,EntityNode,173,173,173
14,EntityNode,173,173,173
15,EntityNode,173,173,173
16,EntityNode,173,173,173
17,EntityNode,173,173,173
18,EntityNode,173,173,173
19,EntityNode,173,173,173
20,EntityNode,173,173,173
21,EntityNode,123,123,123
22,EntityNode,123,123,123
23,EntityNode,1123,1123,1123
24,EntityNode,123,123,123
25,EntityNode,123,123,123
26,EntityNode,1123,1123,1123
27,EntityNode,123,123,123
28,EntityNode,1123,1123,1123
29,EntityNode,1123,1123,1123
30,EntityNode,123,123,123
31,EntityNode,1123,1123,1123
32,EntityNode,123,123,123
33,EntityNode,123,123,123
34,EntityNode,1123,1123,1123
35,EntityNode,123,123,123
36,EntityNode,123,123,123
37,EntityNode,1123,1123,1123
38,EntityNode,123,123,123
39,EntityNode,1123,1123,1123
40,EntityNode,123,123,123
41,EntityNode,1123,1123,1123
42,EntityNode,1123,1123,1123
43,EntityNode,1123,1123,1123
44,EntityNode,1123,1123,1123
45,EntityNode,1123,1123,1123
46,EntityNode,1123,1123,1123
47,EntityNode,1123,1123,1123
48,EntityNode,123,123,123
49,EntityNode,123,123,123
50,EntityNode,173,173,173
51,EntityNode,123,123,123
52,EntityNode,123,123,123
53,EntityNode,173,173,173
54,EntityNode,123,123,123
55,EntityNode,173,173,173
56,EntityNode,173,173,173
57,EntityNode,173,173,173
58,EntityNode,173,173,173
59,EntityNode,173,173,173
60,EntityNode,173,173,173
61,EntityNode,173,173,173
62,EntityNode,173,173,173
63,EntityNode,173,173,173
64,EntityNode,123,123,123
65,EntityNode,365,365,365
66,EntityNode,123,123,123
67,EntityNode,123,123,123
68,EntityNode,365,365,365
69,EntityNode,173,173,173
70,EntityNode,173,173,173
71,EntityNode,173,173,173
72,EntityNode,173,173,173
73,EntityNode,173,173,173
74,EntityNode,173,173,173
75,EntityNode,173,173,173
76,EntityNode,173,173,173
77,EntityNode,173,173,173
78,EntityNode,173,173,173
79,EntityNode,173,173,173
80,EntityNode,173,173,173
81,EntityNode,173,173,173
82,EntityNode,173,173,173
83,EntityNode,173,173,173
84,EntityNode,173,173,173
85,EntityNode,173,173,173
86,EntityNode,173,173,173
87,EntityNode,173,173,173
