Edge ID,Type,Degree
0,DocumentEdge,2
1,DocumentEdge,3
2,DocumentEdge,8
3,DocumentEdge,13
4,RelatedToEdge,94
5,RelatedToEdge,11
6,RelatedToEdge,57
7,RelatedToEdge,265
8,DocumentEdge,8
9,RelatedToEdge,2
10,DocumentEdge,19
11,RelatedToEdge,4
12,DocumentEdge,10
13,RelatedToEdge,505
14,DocumentEdge,3
15,RelatedToEdge,135
16,DocumentEdge,17
17,RelatedToEdge,235
18,DocumentEdge,66
19,RelatedToEdge,3
20,DocumentEdge,51
21,RelatedToEdge,19
22,DocumentEdge,31
23,RelatedToEdge,71
24,DocumentEdge,103
25,RelatedToEdge,3
26,DocumentEdge,20
27,RelatedToEdge,5
28,DocumentEdge,117
29,RelatedToEdge,67
30,DocumentEdge,15
31,RelatedToEdge,60
32,DocumentEdge,66
33,RelatedToEdge,2
34,DocumentEdge,2
35,RelatedToEdge,41
36,DocumentEdge,17
37,RelatedToEdge,9
38,DocumentEdge,227
39,RelatedToEdge,53
40,DocumentEdge,17
41,RelatedToEdge,3
42,DocumentEdge,33
43,RelatedToEdge,14
44,DocumentEdge,6
45,DocumentEdge,3
46,RelatedToEdge,69
47,RelatedToEdge,139
48,DocumentEdge,3
49,RelatedToEdge,197
50,DocumentEdge,13
51,DocumentEdge,5
52,RelatedToEdge,15
53,RelatedToEdge,59
54,DocumentEdge,3
55,RelatedToEdge,190
56,DocumentEdge,7
57,RelatedToEdge,58
58,DocumentEdge,25
59,RelatedToEdge,84
60,DocumentEdge,3
61,RelatedToEdge,5
62,DocumentEdge,7
63,RelatedToEdge,7
64,DocumentEdge,3
65,RelatedToEdge,63
66,DocumentEdge,3
67,RelatedToEdge,534
68,DocumentEdge,176
69,RelatedToEdge,5
70,DocumentEdge,21
71,RelatedToEdge,3
72,DocumentEdge,3
73,RelatedToEdge,19
74,DocumentEdge,3
75,RelatedToEdge,41
76,DocumentEdge,415
77,RelatedToEdge,5
78,DocumentEdge,73
79,RelatedToEdge,3
80,DocumentEdge,19
81,RelatedToEdge,3
82,DocumentEdge,3
83,RelatedToEdge,215
84,DocumentEdge,14
85,RelatedToEdge,21
86,DocumentEdge,3
87,RelatedToEdge,3
88,DocumentEdge,27
89,DocumentEdge,3
90,RelatedToEdge,3
91,DocumentEdge,4
92,RelatedToEdge,5
93,DocumentEdge,21
94,RelatedToEdge,54
95,DocumentEdge,3
96,RelatedToEdge,3
97,RelatedToEdge,7
98,DocumentEdge,3
99,RelatedToEdge,63
100,DocumentEdge,21
101,RelatedToEdge,3
102,DocumentEdge,3
103,RelatedToEdge,50
104,DocumentEdge,7
105,RelatedToEdge,3
106,DocumentEdge,93
107,RelatedToEdge,3
108,DocumentEdge,115
109,RelatedToEdge,3
110,DocumentEdge,3
111,RelatedToEdge,3
112,DocumentEdge,13
113,RelatedToEdge,27
114,DocumentEdge,283
115,RelatedToEdge,3
116,DocumentEdge,3
117,RelatedToEdge,3
118,DocumentEdge,3
119,RelatedToEdge,2
120,DocumentEdge,3
121,RelatedToEdge,27
122,DocumentEdge,3
123,RelatedToEdge,3
124,DocumentEdge,3
125,RelatedToEdge,3
126,DocumentEdge,79
127,RelatedToEdge,3
128,DocumentEdge,9
129,RelatedToEdge,13
130,DocumentEdge,172
131,RelatedToEdge,3
132,DocumentEdge,61
133,RelatedToEdge,13
134,DocumentEdge,18
135,RelatedToEdge,29
136,DocumentEdge,9
137,RelatedToEdge,3
138,DocumentEdge,3
139,RelatedToEdge,3
140,DocumentEdge,33
141,RelatedToEdge,71
142,DocumentEdge,3
143,DocumentEdge,3
144,RelatedToEdge,3
145,DocumentEdge,46
146,RelatedToEdge,32
147,DocumentEdge,13
148,RelatedToEdge,2
149,RelatedToEdge,6
150,DocumentEdge,3
151,RelatedToEdge,69
152,DocumentEdge,67
153,RelatedToEdge,5
154,DocumentEdge,56
155,RelatedToEdge,3
156,DocumentEdge,3
157,RelatedToEdge,3
158,DocumentEdge,30
159,RelatedToEdge,17
160,DocumentEdge,23
161,RelatedToEdge,3
162,DocumentEdge,3
163,RelatedToEdge,3
164,DocumentEdge,3
165,RelatedToEdge,31
166,DocumentEdge,3
167,RelatedToEdge,42
168,DocumentEdge,15
169,RelatedToEdge,19
170,DocumentEdge,3
171,RelatedToEdge,3
172,DocumentEdge,9
173,RelatedToEdge,5
174,DocumentEdge,3
175,DocumentEdge,134
176,RelatedToEdge,3
177,DocumentEdge,31
178,RelatedToEdge,27
179,DocumentEdge,31
180,RelatedToEdge,3
181,RelatedToEdge,3
182,DocumentEdge,9
183,RelatedToEdge,3
184,DocumentEdge,29
185,RelatedToEdge,61
186,DocumentEdge,3
187,DocumentEdge,61
188,RelatedToEdge,3
189,RelatedToEdge,17
190,DocumentEdge,3
191,RelatedToEdge,7
192,DocumentEdge,67
193,RelatedToEdge,379
194,DocumentEdge,49
195,RelatedToEdge,5
196,DocumentEdge,207
197,DocumentEdge,73
198,RelatedToEdge,1380
199,RelatedToEdge,576
200,DocumentEdge,242
201,RelatedToEdge,20
202,DocumentEdge,161
203,RelatedToEdge,61
204,DocumentEdge,443
205,RelatedToEdge,414
206,DocumentEdge,775
207,RelatedToEdge,387
208,DocumentEdge,37
209,RelatedToEdge,631
210,DocumentEdge,429
211,RelatedToEdge,285
212,DocumentEdge,486
213,RelatedToEdge,1161
214,DocumentEdge,1
215,RelatedToEdge,96
216,DocumentEdge,982
217,RelatedToEdge,220
218,DocumentEdge,47
219,RelatedToEdge,124
220,DocumentEdge,1
221,RelatedToEdge,155
222,DocumentEdge,57
223,RelatedToEdge,14
224,DocumentEdge,27
225,RelatedToEdge,24
226,DocumentEdge,1
227,DocumentEdge,5
228,RelatedToEdge,112
229,DocumentEdge,58
230,RelatedToEdge,119
231,RelatedToEdge,24
232,DocumentEdge,24
233,RelatedToEdge,619
234,DocumentEdge,35
235,RelatedToEdge,86
236,DocumentEdge,6
237,RelatedToEdge,14
238,DocumentEdge,150
239,RelatedToEdge,11
240,DocumentEdge,10
241,RelatedToEdge,2
242,DocumentEdge,87
243,RelatedToEdge,92
244,DocumentEdge,37
245,RelatedToEdge,25
246,DocumentEdge,38
247,DocumentEdge,57
248,RelatedToEdge,530
249,RelatedToEdge,57
250,DocumentEdge,23
251,RelatedToEdge,2
252,DocumentEdge,107
253,RelatedToEdge,121
254,DocumentEdge,69
255,RelatedToEdge,5
256,DocumentEdge,39
257,RelatedToEdge,76
258,DocumentEdge,53
259,RelatedToEdge,9
260,DocumentEdge,13
261,RelatedToEdge,32
262,DocumentEdge,26
263,RelatedToEdge,18
264,DocumentEdge,3
265,RelatedToEdge,15
266,DocumentEdge,46
267,RelatedToEdge,1
268,DocumentEdge,18
269,RelatedToEdge,220
270,DocumentEdge,4
271,RelatedToEdge,15
272,DocumentEdge,2
273,RelatedToEdge,46
274,DocumentEdge,48
275,RelatedToEdge,75
276,DocumentEdge,1
277,RelatedToEdge,48
278,DocumentEdge,37
279,RelatedToEdge,130
280,DocumentEdge,33
281,RelatedToEdge,47
282,DocumentEdge,1
283,RelatedToEdge,3
284,DocumentEdge,29
285,RelatedToEdge,1
286,DocumentEdge,41
287,RelatedToEdge,1
288,DocumentEdge,14
289,RelatedToEdge,26
290,DocumentEdge,297
291,RelatedToEdge,1
292,DocumentEdge,89
293,RelatedToEdge,1
294,DocumentEdge,9
295,RelatedToEdge,499
296,DocumentEdge,4
297,RelatedToEdge,500
298,DocumentEdge,55
299,RelatedToEdge,4
300,DocumentEdge,23
301,RelatedToEdge,53
302,DocumentEdge,83
303,RelatedToEdge,5
304,DocumentEdge,29
305,RelatedToEdge,61
306,DocumentEdge,1
307,RelatedToEdge,103
308,DocumentEdge,1
309,RelatedToEdge,1
310,DocumentEdge,1
311,RelatedToEdge,5
312,DocumentEdge,2
313,RelatedToEdge,29
314,DocumentEdge,2
315,RelatedToEdge,23
316,DocumentEdge,65
317,RelatedToEdge,130
318,DocumentEdge,14
319,DocumentEdge,52
320,RelatedToEdge,1
321,DocumentEdge,146
322,RelatedToEdge,1
323,DocumentEdge,30
324,RelatedToEdge,3
325,DocumentEdge,1
326,RelatedToEdge,48
327,RelatedToEdge,242
328,DocumentEdge,1
329,RelatedToEdge,209
330,DocumentEdge,1
331,RelatedToEdge,728
332,DocumentEdge,1540
333,RelatedToEdge,480
334,DocumentEdge,1226
335,RelatedToEdge,686
336,DocumentEdge,34
337,RelatedToEdge,366
338,DocumentEdge,7
339,RelatedToEdge,20
340,DocumentEdge,85
341,RelatedToEdge,14
342,DocumentEdge,15
343,RelatedToEdge,64
344,DocumentEdge,16
345,RelatedToEdge,23
346,DocumentEdge,15
347,RelatedToEdge,15
348,DocumentEdge,55
349,RelatedToEdge,142
350,DocumentEdge,64
351,RelatedToEdge,331
352,DocumentEdge,19
353,RelatedToEdge,5
354,DocumentEdge,364
355,RelatedToEdge,47
356,DocumentEdge,219
357,RelatedToEdge,110
358,DocumentEdge,249
359,RelatedToEdge,51
360,DocumentEdge,31
361,RelatedToEdge,31
362,DocumentEdge,97
363,RelatedToEdge,141
364,DocumentEdge,15
365,RelatedToEdge,18
366,DocumentEdge,9
367,RelatedToEdge,26
368,DocumentEdge,20
369,RelatedToEdge,17
370,DocumentEdge,15
371,RelatedToEdge,8
372,DocumentEdge,8
373,RelatedToEdge,81
374,DocumentEdge,338
375,RelatedToEdge,141
376,DocumentEdge,47
377,RelatedToEdge,65
378,DocumentEdge,101
379,RelatedToEdge,35
380,DocumentEdge,144
381,RelatedToEdge,468
382,DocumentEdge,24
383,RelatedToEdge,80
384,DocumentEdge,14
385,RelatedToEdge,21
386,DocumentEdge,17
387,RelatedToEdge,218
388,DocumentEdge,87
389,RelatedToEdge,73
390,DocumentEdge,37
391,RelatedToEdge,26
392,DocumentEdge,64
393,RelatedToEdge,6
394,DocumentEdge,576
395,RelatedToEdge,448
396,DocumentEdge,11
397,RelatedToEdge,146
398,DocumentEdge,36
399,RelatedToEdge,30
400,DocumentEdge,13
401,RelatedToEdge,8
402,DocumentEdge,6
403,RelatedToEdge,29
404,DocumentEdge,11
405,RelatedToEdge,21
406,DocumentEdge,4
407,RelatedToEdge,562
408,DocumentEdge,7
409,DocumentEdge,6
410,RelatedToEdge,8
411,DocumentEdge,5
412,RelatedToEdge,12
413,RelatedToEdge,359
414,DocumentEdge,53
415,RelatedToEdge,15
416,DocumentEdge,48
417,RelatedToEdge,27
418,DocumentEdge,42
419,RelatedToEdge,6
420,DocumentEdge,15
421,RelatedToEdge,14
422,DocumentEdge,36
423,RelatedToEdge,111
424,DocumentEdge,23
425,RelatedToEdge,61
426,DocumentEdge,50
427,RelatedToEdge,234
428,DocumentEdge,17
429,RelatedToEdge,4
430,DocumentEdge,4
431,RelatedToEdge,16
432,DocumentEdge,8
433,DocumentEdge,25
434,RelatedToEdge,2
435,RelatedToEdge,27
436,DocumentEdge,10
437,RelatedToEdge,181
438,DocumentEdge,15
439,RelatedToEdge,8
440,DocumentEdge,9
441,RelatedToEdge,5
442,DocumentEdge,4
443,RelatedToEdge,11
444,DocumentEdge,13
445,RelatedToEdge,74
446,DocumentEdge,20
447,RelatedToEdge,37
448,DocumentEdge,23
449,RelatedToEdge,104
450,DocumentEdge,4
451,DocumentEdge,25
452,RelatedToEdge,4
453,DocumentEdge,9
454,RelatedToEdge,9
455,DocumentEdge,26
456,RelatedToEdge,15
457,RelatedToEdge,221
458,DocumentEdge,18
459,RelatedToEdge,11
460,DocumentEdge,17
461,RelatedToEdge,11
462,DocumentEdge,10
463,RelatedToEdge,12
464,DocumentEdge,7
465,RelatedToEdge,29
466,DocumentEdge,12
467,RelatedToEdge,12
468,DocumentEdge,4
469,RelatedToEdge,68
470,DocumentEdge,7
471,RelatedToEdge,10
472,DocumentEdge,15
473,RelatedToEdge,12
474,DocumentEdge,81
475,RelatedToEdge,15
476,DocumentEdge,9
477,RelatedToEdge,15
478,DocumentEdge,13
479,RelatedToEdge,16
480,DocumentEdge,41
481,RelatedToEdge,157
482,DocumentEdge,17
483,RelatedToEdge,28
484,DocumentEdge,491
485,RelatedToEdge,414
486,DocumentEdge,393
487,RelatedToEdge,214
488,DocumentEdge,52
489,RelatedToEdge,418
490,DocumentEdge,105
491,RelatedToEdge,76
492,DocumentEdge,127
493,RelatedToEdge,22
494,DocumentEdge,28
495,RelatedToEdge,162
496,DocumentEdge,15
497,RelatedToEdge,73
498,DocumentEdge,29
499,RelatedToEdge,27
500,DocumentEdge,74
501,RelatedToEdge,25
502,DocumentEdge,84
503,RelatedToEdge,55
504,DocumentEdge,24
505,RelatedToEdge,757
506,DocumentEdge,81
507,RelatedToEdge,17
508,DocumentEdge,69
509,RelatedToEdge,4
510,DocumentEdge,19
511,RelatedToEdge,1854
512,DocumentEdge,1
513,RelatedToEdge,144
514,DocumentEdge,116
515,RelatedToEdge,35
516,DocumentEdge,110
517,RelatedToEdge,488
518,DocumentEdge,225
519,RelatedToEdge,583
520,DocumentEdge,649
521,RelatedToEdge,36
522,DocumentEdge,1
523,RelatedToEdge,40
524,DocumentEdge,161
525,RelatedToEdge,93
526,DocumentEdge,795
527,RelatedToEdge,218
528,DocumentEdge,129
529,RelatedToEdge,119
530,DocumentEdge,384
531,RelatedToEdge,361
532,DocumentEdge,60
533,RelatedToEdge,109
534,DocumentEdge,236
535,RelatedToEdge,108
536,DocumentEdge,402
537,RelatedToEdge,74
538,DocumentEdge,615
539,RelatedToEdge,795
540,DocumentEdge,349
541,RelatedToEdge,339
542,DocumentEdge,773
543,RelatedToEdge,66
544,DocumentEdge,447
545,RelatedToEdge,565
546,DocumentEdge,280
547,RelatedToEdge,217
548,DocumentEdge,941
549,RelatedToEdge,73
550,DocumentEdge,85
551,RelatedToEdge,890
552,DocumentEdge,219
553,DocumentEdge,230
554,DocumentEdge,293
555,RelatedToEdge,338
556,RelatedToEdge,654
557,RelatedToEdge,697
558,DocumentEdge,44
559,RelatedToEdge,140
560,DocumentEdge,317
561,RelatedToEdge,102
562,DocumentEdge,327
563,RelatedToEdge,228
564,DocumentEdge,175
565,RelatedToEdge,86
566,DocumentEdge,109
567,RelatedToEdge,82
568,DocumentEdge,11
569,RelatedToEdge,481
570,DocumentEdge,204
571,RelatedToEdge,577
572,DocumentEdge,118
573,RelatedToEdge,37
574,DocumentEdge,519
575,RelatedToEdge,698
576,DocumentEdge,44
577,RelatedToEdge,284
578,DocumentEdge,830
579,RelatedToEdge,417
580,DocumentEdge,401
581,RelatedToEdge,101
582,DocumentEdge,116
583,RelatedToEdge,8
584,DocumentEdge,356
585,RelatedToEdge,110
586,DocumentEdge,200
587,RelatedToEdge,138
588,DocumentEdge,321
589,RelatedToEdge,34
590,DocumentEdge,803
591,RelatedToEdge,547
592,DocumentEdge,51
593,RelatedToEdge,427
594,DocumentEdge,27
595,RelatedToEdge,1307
596,DocumentEdge,161
597,RelatedToEdge,197
598,DocumentEdge,466
599,DocumentEdge,7
600,RelatedToEdge,333
601,DocumentEdge,19
602,DocumentEdge,6
603,RelatedToEdge,615
604,RelatedToEdge,956
605,DocumentEdge,71
606,RelatedToEdge,145
607,DocumentEdge,194
608,RelatedToEdge,723
609,DocumentEdge,394
610,RelatedToEdge,114
611,DocumentEdge,873
612,RelatedToEdge,33
613,DocumentEdge,81
614,RelatedToEdge,288
615,DocumentEdge,300
616,RelatedToEdge,160
617,DocumentEdge,41
618,RelatedToEdge,5
619,DocumentEdge,59
620,DocumentEdge,39
621,RelatedToEdge,371
622,RelatedToEdge,187
623,DocumentEdge,90
624,RelatedToEdge,134
625,DocumentEdge,138
626,RelatedToEdge,5
627,DocumentEdge,149
628,RelatedToEdge,34
629,DocumentEdge,5
630,RelatedToEdge,5
631,DocumentEdge,83
632,RelatedToEdge,309
633,DocumentEdge,458
634,RelatedToEdge,21
635,DocumentEdge,752
636,RelatedToEdge,403
637,DocumentEdge,3
638,RelatedToEdge,14
639,DocumentEdge,3
640,RelatedToEdge,168
641,DocumentEdge,25
642,RelatedToEdge,1
643,DocumentEdge,9
644,RelatedToEdge,372
645,DocumentEdge,199
646,RelatedToEdge,67
647,DocumentEdge,642
648,RelatedToEdge,39
649,DocumentEdge,239
650,RelatedToEdge,473
651,DocumentEdge,116
652,RelatedToEdge,1270
653,DocumentEdge,1316
654,RelatedToEdge,5
655,DocumentEdge,579
656,RelatedToEdge,7
657,DocumentEdge,420
658,RelatedToEdge,63
659,DocumentEdge,49
660,RelatedToEdge,23
661,DocumentEdge,374
662,RelatedToEdge,21
663,DocumentEdge,1
664,RelatedToEdge,5
665,DocumentEdge,22
666,RelatedToEdge,35
667,DocumentEdge,5
668,RelatedToEdge,84
669,DocumentEdge,46
670,RelatedToEdge,5
671,DocumentEdge,2
672,RelatedToEdge,24
673,DocumentEdge,16
674,RelatedToEdge,3
675,DocumentEdge,25
676,RelatedToEdge,7
677,DocumentEdge,45
678,DocumentEdge,29
679,RelatedToEdge,99
680,RelatedToEdge,3
681,DocumentEdge,3
682,RelatedToEdge,3
683,DocumentEdge,39
684,RelatedToEdge,5
685,DocumentEdge,3
686,RelatedToEdge,7
687,DocumentEdge,15
688,RelatedToEdge,3
689,DocumentEdge,11
690,DocumentEdge,25
691,RelatedToEdge,3
692,DocumentEdge,27
693,DocumentEdge,3
694,RelatedToEdge,3
695,RelatedToEdge,3
696,RelatedToEdge,3
697,DocumentEdge,163
698,RelatedToEdge,4
699,DocumentEdge,3
700,RelatedToEdge,28
701,DocumentEdge,11
702,RelatedToEdge,8
703,DocumentEdge,3
704,RelatedToEdge,3
705,DocumentEdge,31
706,RelatedToEdge,9
707,DocumentEdge,5
708,RelatedToEdge,3
709,DocumentEdge,3
710,RelatedToEdge,3
711,DocumentEdge,5
712,RelatedToEdge,139
713,DocumentEdge,28
714,RelatedToEdge,3
715,DocumentEdge,3
716,RelatedToEdge,7
717,DocumentEdge,5
718,RelatedToEdge,3
719,DocumentEdge,2
720,RelatedToEdge,25
721,DocumentEdge,3
722,RelatedToEdge,185
723,DocumentEdge,7
724,RelatedToEdge,139
725,DocumentEdge,3
726,RelatedToEdge,2
727,DocumentEdge,3
728,RelatedToEdge,123
729,DocumentEdge,3
730,RelatedToEdge,20
731,DocumentEdge,3
732,RelatedToEdge,3
733,DocumentEdge,2
734,RelatedToEdge,21
735,DocumentEdge,3
736,RelatedToEdge,3
737,DocumentEdge,121
738,RelatedToEdge,145
739,DocumentEdge,3
740,RelatedToEdge,3
741,DocumentEdge,3
742,RelatedToEdge,3
743,DocumentEdge,3
744,RelatedToEdge,3
745,DocumentEdge,3
746,RelatedToEdge,3
747,DocumentEdge,2
748,RelatedToEdge,9
749,DocumentEdge,3
750,RelatedToEdge,5
