NodeID,Type,Degree,InDegree,OutDegree
0,EntityNode,1123,1123,1123
1,EntityNode,1123,1123,1123
2,EntityNode,1123,1123,1123
3,EntityNode,1123,1123,1123
4,EntityNode,1123,1123,1123
5,EntityNode,1123,1123,1123
6,EntityNode,1123,1123,1123
7,EntityNode,1123,1123,1123
8,EntityNode,1123,1123,1123
9,EntityNode,1123,1123,1123
10,EntityNode,1123,1123,1123
11,EntityNode,1123,1123,1123
12,EntityNode,1123,1123,1123
13,EntityNode,1123,1123,1123
14,EntityNode,1123,1123,1123
15,EntityNode,1123,1123,1123
16,EntityNode,1123,1123,1123
17,EntityNode,1123,1123,1123
18,EntityNode,1123,1123,1123
19,EntityNode,1123,1123,1123
20,EntityNode,1123,1123,1123
21,EntityNode,1123,1123,1123
22,EntityNode,1123,1123,1123
23,EntityNode,1123,1123,1123
24,EntityNode,1123,1123,1123
25,EntityNode,1123,1123,1123
26,EntityNode,1123,1123,1123
27,EntityNode,1123,1123,1123
28,EntityNode,1123,1123,1123
29,EntityNode,1123,1123,1123
30,EntityNode,1123,1123,1123
31,EntityNode,1123,1123,1123
32,EntityNode,1123,1123,1123
33,EntityNode,1123,1123,1123
34,EntityNode,1123,1123,1123
35,EntityNode,1123,1123,1123
36,EntityNode,1123,1123,1123
37,EntityNode,1123,1123,1123
38,EntityNode,1123,1123,1123
39,EntityNode,1123,1123,1123
40,EntityNode,1123,1123,1123
41,EntityNode,1123,1123,1123
42,EntityNode,1123,1123,1123
43,EntityNode,1123,1123,1123
44,EntityNode,1123,1123,1123
45,EntityNode,1123,1123,1123
46,EntityNode,1123,1123,1123
47,EntityNode,1123,1123,1123
48,EntityNode,1123,1123,1123
49,EntityNode,1123,1123,1123
50,EntityNode,1123,1123,1123
51,EntityNode,1123,1123,1123
52,EntityNode,1123,1123,1123
53,EntityNode,1123,1123,1123
54,EntityNode,1123,1123,1123
55,EntityNode,1123,1123,1123
56,EntityNode,1123,1123,1123
57,EntityNode,1123,1123,1123
58,EntityNode,1123,1123,1123
59,EntityNode,1123,1123,1123
60,EntityNode,1123,1123,1123
61,EntityNode,1123,1123,1123
62,EntityNode,1123,1123,1123
63,EntityNode,1123,1123,1123
64,EntityNode,1123,1123,1123
65,EntityNode,1123,1123,1123
66,EntityNode,1123,1123,1123
67,EntityNode,1123,1123,1123
68,EntityNode,1123,1123,1123
69,EntityNode,1123,1123,1123
70,EntityNode,1123,1123,1123
71,EntityNode,1123,1123,1123
72,EntityNode,1123,1123,1123
73,EntityNode,1123,1123,1123
74,EntityNode,1123,1123,1123
75,EntityNode,1123,1123,1123
76,EntityNode,1123,1123,1123
77,EntityNode,1123,1123,1123
78,EntityNode,1123,1123,1123
79,EntityNode,1123,1123,1123
80,EntityNode,1123,1123,1123
81,EntityNode,1123,1123,1123
82,EntityNode,1123,1123,1123
83,EntityNode,1123,1123,1123
84,EntityNode,1123,1123,1123
85,EntityNode,1123,1123,1123
