EdgeID,Type,IsDirected,Degree,TailDegree,HeadDegree
0,DocumentEdge,false,2,,
1,RelatedToEdge,false,3,,
2,DocumentEdge,false,3,,
3,RelatedToEdge,false,3,,
4,ContainedInEdge,true,3,1,1
5,ContainedInEdge,true,3,2,1
6,ContainedInEdge,true,3,1,1
7,ContainedInEdge,true,3,1,1
8,ContainedInEdge,true,3,1,1
9,ContainedInEdge,true,3,1,1
10,ContainedInEdge,true,3,1,1
11,ContainedInEdge,true,3,1,1
12,ContainedInEdge,true,3,1,1
13,ContainedInEdge,true,3,1,1
14,ContainedInEdge,true,3,1,1
15,ContainedInEdge,true,3,2,1
16,ContainedInEdge,true,3,1,1
17,ContainedInEdge,true,3,1,1
18,ContainedInEdge,true,3,1,1
19,ContainedInEdge,true,3,1,1
20,ContainedInEdge,true,3,1,1
21,ContainedInEdge,true,3,1,1
22,ContainedInEdge,true,3,1,1
23,ContainedInEdge,true,3,1,1
24,ContainedInEdge,true,3,1,1
25,ContainedInEdge,true,3,2,1
26,ContainedInEdge,true,3,1,1
27,ContainedInEdge,true,3,1,1
28,ContainedInEdge,true,3,1,1
29,ContainedInEdge,true,3,1,1
30,ContainedInEdge,true,3,2,1
31,ContainedInEdge,true,3,1,1
32,ContainedInEdge,true,3,1,1
33,ContainedInEdge,true,3,1,1
34,ContainedInEdge,true,3,1,1
35,ContainedInEdge,true,3,1,1
36,ContainedInEdge,true,3,1,1
37,ContainedInEdge,true,3,1,1
38,ContainedInEdge,true,3,2,1
39,ContainedInEdge,true,3,1,1
40,ContainedInEdge,true,3,1,1
41,ContainedInEdge,true,3,2,1
42,ContainedInEdge,true,3,1,1
43,ContainedInEdge,true,2,2,1
44,ContainedInEdge,true,3,1,1
45,ContainedInEdge,true,2,1,1
46,ContainedInEdge,true,3,2,1
47,ContainedInEdge,true,2,2,1
48,ContainedInEdge,true,3,1,1
49,ContainedInEdge,true,3,1,1
50,ContainedInEdge,true,3,1,1
51,ContainedInEdge,true,3,1,1
52,ContainedInEdge,true,3,1,1
53,ContainedInEdge,true,3,1,1
54,ContainedInEdge,true,2,1,1
55,ContainedInEdge,true,3,1,1
56,ContainedInEdge,true,3,2,1
57,ContainedInEdge,true,2,2,1
58,ContainedInEdge,true,3,1,1
59,ContainedInEdge,true,3,2,1
60,ContainedInEdge,true,2,1,1
61,ContainedInEdge,true,3,1,1
62,ContainedInEdge,true,3,2,1
63,ContainedInEdge,true,3,2,1
64,ContainedInEdge,true,3,1,1
65,ContainedInEdge,true,3,1,1
66,ContainedInEdge,true,3,1,1
67,ContainedInEdge,true,2,2,1
68,ContainedInEdge,true,3,1,1
69,ContainedInEdge,true,3,1,1
70,ContainedInEdge,true,3,1,1
71,ContainedInEdge,true,2,1,1
72,ContainedInEdge,true,3,2,1
73,ContainedInEdge,true,2,1,1
74,ContainedInEdge,true,3,1,1
75,ContainedInEdge,true,3,1,1
76,ContainedInEdge,true,2,1,1
77,ContainedInEdge,true,3,1,1
78,ContainedInEdge,true,3,1,1
79,ContainedInEdge,true,2,2,1
80,ContainedInEdge,true,3,1,1
81,ContainedInEdge,true,3,2,1
82,ContainedInEdge,true,3,2,1
83,ContainedInEdge,true,3,1,1
84,ContainedInEdge,true,3,1,1
85,ContainedInEdge,true,3,1,1
86,ContainedInEdge,true,3,2,1
87,ContainedInEdge,true,3,1,1
88,ContainedInEdge,true,2,2,1
89,ContainedInEdge,true,2,2,1
90,ContainedInEdge,true,3,1,1
91,ContainedInEdge,true,2,1,1
92,ContainedInEdge,true,3,1,1
93,ContainedInEdge,true,2,3,1
94,ContainedInEdge,true,2,1,1
95,ContainedInEdge,true,2,2,1
96,ContainedInEdge,true,3,2,1
97,ContainedInEdge,true,3,1,1
98,ContainedInEdge,true,2,3,1
99,ContainedInEdge,true,3,1,1
100,ContainedInEdge,true,3,2,1
101,ContainedInEdge,true,3,2,1
102,ContainedInEdge,true,3,1,1
103,ContainedInEdge,true,2,1,1
104,ContainedInEdge,true,2,1,1
105,ContainedInEdge,true,2,3,1
106,ContainedInEdge,true,2,1,1
107,ContainedInEdge,true,3,1,1
108,ContainedInEdge,true,3,2,1
109,ContainedInEdge,true,3,1,1
110,ContainedInEdge,true,3,1,1
111,ContainedInEdge,true,3,1,1
112,ContainedInEdge,true,3,2,1
113,ContainedInEdge,true,3,1,1
114,ContainedInEdge,true,3,1,1
115,ContainedInEdge,true,3,1,1
116,ContainedInEdge,true,3,1,1
117,ContainedInEdge,true,3,1,1
118,ContainedInEdge,true,3,1,1
119,ContainedInEdge,true,3,1,1
120,ContainedInEdge,true,3,1,1
121,ContainedInEdge,true,2,1,1
122,ContainedInEdge,true,3,2,1
123,ContainedInEdge,true,3,1,1
124,ContainedInEdge,true,3,1,1
125,ContainedInEdge,true,3,1,1
126,ContainedInEdge,true,3,2,1
127,ContainedInEdge,true,3,1,1
128,ContainedInEdge,true,3,2,1
129,ContainedInEdge,true,3,1,1
130,ContainedInEdge,true,3,1,1
131,ContainedInEdge,true,3,2,1
132,ContainedInEdge,true,3,1,1
133,ContainedInEdge,true,2,1,1
134,ContainedInEdge,true,3,1,1
135,ContainedInEdge,true,3,1,1
136,ContainedInEdge,true,3,2,1
137,ContainedInEdge,true,2,1,1
138,ContainedInEdge,true,3,1,1
139,ContainedInEdge,true,3,1,1
140,ContainedInEdge,true,3,1,1
141,ContainedInEdge,true,3,1,1
142,ContainedInEdge,true,2,1,1
143,ContainedInEdge,true,3,1,1
144,ContainedInEdge,true,3,1,1
145,ContainedInEdge,true,3,1,1
146,ContainedInEdge,true,2,1,1
147,ContainedInEdge,true,3,1,1
148,ContainedInEdge,true,3,2,1
149,ContainedInEdge,true,3,1,1
150,ContainedInEdge,true,3,1,1
151,ContainedInEdge,true,3,2,1
152,ContainedInEdge,true,3,2,1
153,ContainedInEdge,true,3,2,1
154,ContainedInEdge,true,3,1,1
155,ContainedInEdge,true,3,1,1
156,ContainedInEdge,true,3,2,1
157,ContainedInEdge,true,3,2,1
158,ContainedInEdge,true,3,1,1
159,ContainedInEdge,true,2,1,1
160,ContainedInEdge,true,3,1,1
161,ContainedInEdge,true,3,1,1
162,ContainedInEdge,true,3,2,1
163,ContainedInEdge,true,3,2,1
164,ContainedInEdge,true,2,2,1
165,ContainedInEdge,true,2,2,1
166,ContainedInEdge,true,3,2,1
167,ContainedInEdge,true,3,2,1
168,ContainedInEdge,true,2,1,1
169,ContainedInEdge,true,3,1,1
170,ContainedInEdge,true,3,1,1
171,ContainedInEdge,true,3,1,1
172,ContainedInEdge,true,3,1,1
173,ContainedInEdge,true,2,1,1
174,ContainedInEdge,true,3,1,1
175,ContainedInEdge,true,2,1,1
176,ContainedInEdge,true,3,1,1
177,ContainedInEdge,true,2,2,1
178,ContainedInEdge,true,3,2,1
179,ContainedInEdge,true,3,1,1
180,ContainedInEdge,true,3,1,1
181,ContainedInEdge,true,2,1,1
182,ContainedInEdge,true,3,1,1
183,ContainedInEdge,true,2,2,1
184,ContainedInEdge,true,2,1,1
185,ContainedInEdge,true,3,2,1
186,ContainedInEdge,true,3,3,1
187,ContainedInEdge,true,3,2,1
188,ContainedInEdge,true,3,1,1
189,ContainedInEdge,true,3,1,1
190,ContainedInEdge,true,3,2,1
191,ContainedInEdge,true,2,1,1
192,ContainedInEdge,true,2,1,1
193,ContainedInEdge,true,3,1,1
194,ContainedInEdge,true,3,1,1
195,ContainedInEdge,true,3,1,1
196,ContainedInEdge,true,3,1,1
197,ContainedInEdge,true,3,2,1
198,ContainedInEdge,true,3,1,1
199,ContainedInEdge,true,3,1,1
200,ContainedInEdge,true,3,3,1
201,ContainedInEdge,true,3,1,1
202,ContainedInEdge,true,3,1,1
203,ContainedInEdge,true,3,1,1
204,ContainedInEdge,true,3,1,1
205,ContainedInEdge,true,3,1,1
206,ContainedInEdge,true,3,2,1
207,ContainedInEdge,true,2,2,1
208,ContainedInEdge,true,3,1,1
209,ContainedInEdge,true,3,1,1
210,ContainedInEdge,true,3,1,1
211,ContainedInEdge,true,3,2,1
212,ContainedInEdge,true,3,1,1
213,ContainedInEdge,true,3,1,1
