Node ID,Type,Degree
0,EntityNode,257
1,EntityNode,257
2,EntityNode,257
3,EntityNode,257
4,EntityNode,257
5,EntityNode,257
6,EntityNode,257
7,EntityNode,257
8,EntityNode,257
9,EntityNode,257
10,EntityNode,257
11,EntityNode,257
12,EntityNode,257
13,EntityNode,257
14,EntityNode,257
15,EntityNode,257
16,EntityNode,257
17,EntityNode,257
18,EntityNode,257
19,EntityNode,257
20,EntityNode,257
21,EntityNode,257
22,EntityNode,257
23,EntityNode,257
24,EntityNode,257
25,EntityNode,257
26,EntityNode,257
27,TermNode,257
28,TermNode,257
29,TermNode,257
30,TermNode,257
31,TermNode,257
32,TermNode,257
33,TermNode,257
34,TermNode,257
35,TermNode,257
36,TermNode,257
37,TermNode,257
38,TermNode,257
39,TermNode,257
40,TermNode,257
41,TermNode,257
42,TermNode,257
43,TermNode,257
44,TermNode,257
45,TermNode,257
46,TermNode,257
47,TermNode,257
48,TermNode,257
49,TermNode,257
50,TermNode,257
51,TermNode,257
52,TermNode,257
53,TermNode,257
54,TermNode,257
55,TermNode,257
56,TermNode,257
57,TermNode,257
58,TermNode,257
59,TermNode,257
60,TermNode,257
61,TermNode,257
62,TermNode,257
63,TermNode,257
64,TermNode,257
65,TermNode,257
66,TermNode,257
67,TermNode,257
68,TermNode,257
69,TermNode,257
70,TermNode,257
71,TermNode,257
72,TermNode,257
73,TermNode,257
74,TermNode,257
75,TermNode,257
76,TermNode,257
77,TermNode,257
78,TermNode,257
79,TermNode,257
80,TermNode,257
81,TermNode,257
82,TermNode,257
83,TermNode,257
84,TermNode,257
85,TermNode,257
86,TermNode,257
87,TermNode,257
88,TermNode,257
89,TermNode,257
90,TermNode,257
91,TermNode,257
92,TermNode,257
93,TermNode,257
94,TermNode,257
95,TermNode,257
96,TermNode,257
97,TermNode,257
98,TermNode,257
99,TermNode,257
100,TermNode,257
101,TermNode,257
102,TermNode,257
103,TermNode,257
104,TermNode,257
105,TermNode,257
106,TermNode,257
107,TermNode,257
108,TermNode,257
109,TermNode,257
110,TermNode,257
111,TermNode,257
112,TermNode,257
113,TermNode,257
114,TermNode,257
115,TermNode,257
116,TermNode,257
117,TermNode,257
118,TermNode,257
119,TermNode,257
120,TermNode,257
121,TermNode,257
122,TermNode,257
123,TermNode,257
124,TermNode,257
125,TermNode,257
126,TermNode,257
127,TermNode,257
128,TermNode,257
129,TermNode,257
130,TermNode,257
131,TermNode,257
132,TermNode,257
133,TermNode,257
134,TermNode,257
135,TermNode,257
136,TermNode,257
137,TermNode,257
138,TermNode,257
139,TermNode,257
140,TermNode,257
141,TermNode,257
142,TermNode,257
143,TermNode,257
144,TermNode,257
145,TermNode,257
146,TermNode,257
147,TermNode,257
148,TermNode,257
149,TermNode,257
150,TermNode,257
151,TermNode,257
152,TermNode,257
153,TermNode,257
154,TermNode,257
155,TermNode,257
156,TermNode,257
157,TermNode,257
158,TermNode,257
159,TermNode,257
160,TermNode,257
161,TermNode,257
162,TermNode,257
163,TermNode,257
164,TermNode,257
165,TermNode,257
166,TermNode,257
167,TermNode,257
168,TermNode,257
169,TermNode,257
170,TermNode,257
171,TermNode,257
172,TermNode,257
173,TermNode,257
174,TermNode,257
175,TermNode,257
176,TermNode,257
177,TermNode,257
178,TermNode,257
179,TermNode,257
180,TermNode,257
181,TermNode,257
182,TermNode,257
183,TermNode,257
184,TermNode,257
185,TermNode,257
186,TermNode,257
187,TermNode,257
188,TermNode,257
189,TermNode,257
190,TermNode,257
191,TermNode,257
192,TermNode,257
193,TermNode,257
194,TermNode,257
195,TermNode,257
196,TermNode,257
197,TermNode,257
198,TermNode,257
199,TermNode,257
200,TermNode,257
201,TermNode,257
202,TermNode,257
203,TermNode,257
204,TermNode,257
205,TermNode,257
206,TermNode,257
207,TermNode,257
208,TermNode,257
209,TermNode,257
210,TermNode,257
211,TermNode,257
212,TermNode,257
213,TermNode,257
214,TermNode,257
215,TermNode,257
216,TermNode,257
217,TermNode,257
218,TermNode,257
219,TermNode,257
220,TermNode,257
221,TermNode,257
222,TermNode,257
223,TermNode,257
224,TermNode,257
225,TermNode,257
226,TermNode,257
227,TermNode,257
228,TermNode,257
229,TermNode,257
230,TermNode,257
231,TermNode,257
232,TermNode,257
233,TermNode,257
234,TermNode,257
235,TermNode,257
236,TermNode,257
237,TermNode,257
238,TermNode,257
239,TermNode,257
240,TermNode,257
241,TermNode,257
242,TermNode,257
243,TermNode,257
244,TermNode,257
245,TermNode,257
246,TermNode,257
247,TermNode,257
248,TermNode,257
249,TermNode,257
250,TermNode,257
251,TermNode,257
252,TermNode,257
253,TermNode,257
254,TermNode,257
255,TermNode,257
256,TermNode,257
