Node ID,Type,Degree
0,EntityNode,1112
1,EntityNode,580
2,EntityNode,379
3,EntityNode,379
4,EntityNode,379
5,EntityNode,60
6,EntityNode,60
7,EntityNode,379
8,EntityNode,60
9,EntityNode,60
10,EntityNode,379
11,EntityNode,60
12,EntityNode,580
13,EntityNode,1112
14,EntityNode,1112
15,EntityNode,580
16,EntityNode,580
17,EntityNode,1112
18,EntityNode,580
19,EntityNode,580
20,EntityNode,1112
21,EntityNode,1112
22,EntityNode,580
23,EntityNode,1112
24,EntityNode,580
25,EntityNode,580
26,EntityNode,1112
27,EntityNode,580
28,EntityNode,1517
29,EntityNode,580
30,EntityNode,580
31,EntityNode,1112
32,EntityNode,580
33,EntityNode,1112
34,EntityNode,1112
35,EntityNode,580
36,EntityNode,1112
37,EntityNode,580
38,EntityNode,1112
39,EntityNode,580
40,EntityNode,1112
41,EntityNode,580
42,EntityNode,580
43,EntityNode,1112
44,EntityNode,60
45,EntityNode,379
46,EntityNode,379
47,EntityNode,379
48,EntityNode,379
49,EntityNode,1112
50,EntityNode,580
51,EntityNode,580
52,EntityNode,1112
53,EntityNode,1112
54,EntityNode,580
55,EntityNode,1112
56,EntityNode,580
57,EntityNode,1112
58,EntityNode,580
59,EntityNode,580
60,EntityNode,580
61,EntityNode,1112
62,EntityNode,1112
63,EntityNode,379
64,EntityNode,379
65,EntityNode,580
66,EntityNode,379
67,EntityNode,379
68,EntityNode,580
69,EntityNode,580
70,EntityNode,379
71,EntityNode,580
72,EntityNode,1112
73,EntityNode,379
74,EntityNode,580
75,EntityNode,379
76,EntityNode,379
77,EntityNode,580
78,EntityNode,379
79,EntityNode,379
80,EntityNode,379
81,EntityNode,1112
82,EntityNode,1112
83,EntityNode,580
84,EntityNode,580
85,EntityNode,580
86,EntityNode,580
87,EntityNode,580
88,EntityNode,580
89,EntityNode,1112
90,EntityNode,1112
91,EntityNode,1112
92,EntityNode,1112
93,EntityNode,1112
94,EntityNode,1112
95,EntityNode,1112
96,EntityNode,1112
97,EntityNode,1112
98,EntityNode,1112
99,EntityNode,1113
100,EntityNode,1112
101,EntityNode,1112
102,EntityNode,1112
103,EntityNode,1112
104,EntityNode,1112
105,EntityNode,1112
106,EntityNode,1112
107,EntityNode,1112
108,EntityNode,1112
109,EntityNode,1112
110,EntityNode,1112
111,EntityNode,1112
112,EntityNode,1112
113,EntityNode,1112
114,EntityNode,1112
115,EntityNode,1112
116,EntityNode,1112
117,EntityNode,1112
118,EntityNode,1112
119,EntityNode,1112
120,EntityNode,1113
121,EntityNode,1112
122,EntityNode,1112
123,EntityNode,1112
124,EntityNode,1112
125,EntityNode,1112
126,EntityNode,1112
127,EntityNode,1112
128,EntityNode,1112
129,EntityNode,1112
130,EntityNode,1112
131,EntityNode,1112
132,EntityNode,1112
133,EntityNode,1112
134,EntityNode,1112
135,EntityNode,1112
136,EntityNode,1112
137,EntityNode,1112
138,EntityNode,1112
139,EntityNode,1112
140,EntityNode,1112
141,EntityNode,1112
142,EntityNode,1112
143,EntityNode,1112
144,EntityNode,1112
145,EntityNode,1112
146,EntityNode,1112
147,EntityNode,1112
148,EntityNode,1112
149,EntityNode,1112
150,EntityNode,1112
151,EntityNode,1112
152,EntityNode,1112
153,EntityNode,1112
154,EntityNode,1112
155,EntityNode,1112
156,EntityNode,1112
157,EntityNode,1112
158,EntityNode,1112
159,EntityNode,1112
160,EntityNode,1112
161,EntityNode,1112
162,EntityNode,1112
163,EntityNode,1112
164,EntityNode,1112
165,EntityNode,1112
166,EntityNode,1113
167,EntityNode,1112
168,EntityNode,1112
169,EntityNode,1112
170,EntityNode,1112
171,EntityNode,1112
172,EntityNode,1112
173,EntityNode,1112
174,EntityNode,1112
175,EntityNode,1112
176,EntityNode,1112
177,EntityNode,1112
178,EntityNode,1112
179,EntityNode,1112
180,EntityNode,1112
181,EntityNode,1112
182,EntityNode,1112
183,EntityNode,1112
184,EntityNode,1112
185,EntityNode,1112
186,EntityNode,1112
187,EntityNode,1112
188,EntityNode,1112
189,EntityNode,1112
190,EntityNode,1204
191,EntityNode,1112
192,EntityNode,1112
193,EntityNode,1112
194,EntityNode,1112
195,EntityNode,1112
196,EntityNode,1204
197,EntityNode,1112
198,EntityNode,1112
199,EntityNode,1112
200,EntityNode,1112
201,EntityNode,1112
202,EntityNode,1112
203,EntityNode,1112
204,EntityNode,1112
205,EntityNode,1113
206,EntityNode,1112
207,EntityNode,1112
208,EntityNode,1112
209,EntityNode,1112
210,EntityNode,1112
211,EntityNode,1112
212,EntityNode,1112
213,EntityNode,1112
214,EntityNode,1112
215,EntityNode,1112
216,EntityNode,1112
217,EntityNode,1112
218,EntityNode,1112
219,EntityNode,1112
