Edge ID,Type,Degree
0,DocumentEdge,3
1,DocumentEdge,1
2,DocumentEdge,1
3,DocumentEdge,2
4,RelatedToEdge,3
5,RelatedToEdge,2
6,RelatedToEdge,2
7,RelatedToEdge,3
8,DocumentEdge,3
9,RelatedToEdge,3
10,DocumentEdge,3
11,RelatedToEdge,3
12,DocumentEdge,3
13,RelatedToEdge,3
14,DocumentEdge,3
15,RelatedToEdge,2
16,DocumentEdge,3
17,RelatedToEdge,3
18,DocumentEdge,3
19,RelatedToEdge,2
20,ContainedInEdge,3
21,ContainedInEdge,3
22,ContainedInEdge,3
23,ContainedInEdge,3
24,ContainedInEdge,3
25,ContainedInEdge,2
26,ContainedInEdge,3
27,ContainedInEdge,3
28,ContainedInEdge,5
29,ContainedInEdge,3
30,ContainedInEdge,2
31,ContainedInEdge,3
32,ContainedInEdge,2
33,ContainedInEdge,2
34,ContainedInEdge,3
35,ContainedInEdge,3
36,ContainedInEdge,3
37,ContainedInEdge,2
38,ContainedInEdge,3
39,ContainedInEdge,2
40,ContainedInEdge,3
41,ContainedInEdge,2
42,ContainedInEdge,2
43,ContainedInEdge,3
44,ContainedInEdge,3
45,ContainedInEdge,3
46,ContainedInEdge,2
47,ContainedInEdge,2
48,ContainedInEdge,3
49,ContainedInEdge,3
50,ContainedInEdge,3
51,ContainedInEdge,2
52,ContainedInEdge,3
53,ContainedInEdge,3
54,ContainedInEdge,2
55,ContainedInEdge,3
56,ContainedInEdge,3
57,ContainedInEdge,3
58,ContainedInEdge,3
59,ContainedInEdge,2
60,ContainedInEdge,2
61,ContainedInEdge,3
62,ContainedInEdge,3
63,ContainedInEdge,3
64,ContainedInEdge,3
65,ContainedInEdge,2
66,ContainedInEdge,3
67,ContainedInEdge,3
68,ContainedInEdge,2
69,ContainedInEdge,3
70,ContainedInEdge,3
71,ContainedInEdge,2
72,ContainedInEdge,3
73,ContainedInEdge,2
74,ContainedInEdge,2
75,ContainedInEdge,3
76,ContainedInEdge,2
77,ContainedInEdge,2
78,ContainedInEdge,3
79,ContainedInEdge,3
80,ContainedInEdge,2
81,ContainedInEdge,3
82,ContainedInEdge,3
83,ContainedInEdge,2
84,ContainedInEdge,2
85,ContainedInEdge,2
86,ContainedInEdge,2
87,ContainedInEdge,3
88,ContainedInEdge,2
89,ContainedInEdge,3
