Node ID,Type,Degree
0,EntityNode,5087
1,EntityNode,627
2,EntityNode,627
3,EntityNode,600
4,EntityNode,930
5,EntityNode,2823
6,EntityNode,4185
7,EntityNode,929
8,EntityNode,2875
9,EntityNode,600
10,EntityNode,929
11,EntityNode,600
12,EntityNode,7883
13,EntityNode,929
14,EntityNode,5564
15,EntityNode,5720
16,EntityNode,627
17,EntityNode,5720
18,EntityNode,627
19,EntityNode,6090
20,EntityNode,627
21,EntityNode,5720
22,EntityNode,2047
23,EntityNode,9350
24,EntityNode,5087
25,EntityNode,5720
26,EntityNode,2037
27,EntityNode,929
28,EntityNode,4628
29,EntityNode,5720
30,EntityNode,929
31,EntityNode,929
32,EntityNode,929
33,EntityNode,5087
34,EntityNode,1943
35,EntityNode,929
36,EntityNode,1820
37,EntityNode,3008
38,EntityNode,2377
39,EntityNode,5087
40,EntityNode,601
41,EntityNode,2863
42,EntityNode,2382
43,EntityNode,627
44,EntityNode,1820
45,EntityNode,5365
46,EntityNode,627
47,EntityNode,5720
48,EntityNode,2037
49,EntityNode,2239
50,EntityNode,6125
51,EntityNode,1973
52,EntityNode,1639
53,EntityNode,2038
54,EntityNode,627
55,EntityNode,627
56,EntityNode,5503
57,EntityNode,627
58,EntityNode,5812
59,EntityNode,2038
60,EntityNode,6554
61,EntityNode,5233
62,EntityNode,2037
63,EntityNode,627
64,EntityNode,5954
65,EntityNode,929
66,EntityNode,2038
67,EntityNode,3524
68,EntityNode,5720
69,EntityNode,930
70,EntityNode,2037
71,EntityNode,4977
72,EntityNode,5845
73,EntityNode,929
74,EntityNode,929
75,EntityNode,3274
76,EntityNode,2037
77,EntityNode,7194
78,EntityNode,8148
79,EntityNode,1820
80,EntityNode,2038
81,EntityNode,5929
82,EntityNode,3594
83,EntityNode,929
84,EntityNode,929
85,EntityNode,4565
86,EntityNode,5921
87,EntityNode,929
88,EntityNode,3610
89,EntityNode,2037
90,EntityNode,8613
91,EntityNode,2037
92,EntityNode,929
93,EntityNode,929
94,EntityNode,4590
95,EntityNode,929
96,EntityNode,2681
97,EntityNode,5087
98,EntityNode,3553
99,EntityNode,627
100,EntityNode,1973
101,EntityNode,3125
102,EntityNode,3594
103,EntityNode,929
104,EntityNode,5720
105,EntityNode,2037
106,EntityNode,5193
107,EntityNode,2848
108,EntityNode,5720
109,EntityNode,5088
110,EntityNode,3013
111,EntityNode,3000
112,EntityNode,5087
113,EntityNode,3008
114,EntityNode,2037
115,EntityNode,5720
116,EntityNode,9004
117,EntityNode,628
118,EntityNode,5087
119,EntityNode,5720
120,EntityNode,9806
121,EntityNode,5720
122,EntityNode,5720
123,EntityNode,2037
124,EntityNode,5720
125,EntityNode,2037
126,EntityNode,5929
127,EntityNode,5720
128,EntityNode,2037
129,EntityNode,5087
130,EntityNode,2037
131,EntityNode,2037
132,EntityNode,5720
133,EntityNode,5721
134,EntityNode,5087
135,EntityNode,5720
136,EntityNode,2037
137,EntityNode,2037
138,EntityNode,5720
139,EntityNode,5720
140,EntityNode,2037
141,EntityNode,4590
142,EntityNode,5720
143,EntityNode,3543
144,EntityNode,6215
145,EntityNode,2037
146,EntityNode,5087
147,EntityNode,4590
148,EntityNode,5930
149,EntityNode,5720
150,EntityNode,2037
151,EntityNode,2037
152,EntityNode,5720
153,EntityNode,2037
154,EntityNode,5720
155,EntityNode,2037
156,EntityNode,5088
157,EntityNode,5720
158,EntityNode,2037
159,EntityNode,5566
160,EntityNode,5087
161,EntityNode,5087
162,EntityNode,2037
163,EntityNode,5087
164,EntityNode,5087
165,EntityNode,2037
166,EntityNode,2037
167,EntityNode,2038
168,EntityNode,2037
169,EntityNode,2037
170,EntityNode,627
171,EntityNode,929
172,EntityNode,2037
173,EntityNode,929
174,EntityNode,929
175,EntityNode,929
176,EntityNode,2037
177,EntityNode,929
178,EntityNode,929
179,EntityNode,5485
180,EntityNode,2037
181,EntityNode,929
182,EntityNode,929
183,EntityNode,6406
184,EntityNode,929
185,EntityNode,2037
186,EntityNode,929
187,EntityNode,2037
188,EntityNode,2037
189,EntityNode,2076
190,EntityNode,929
191,EntityNode,2038
192,EntityNode,929
193,EntityNode,2311
194,EntityNode,929
195,EntityNode,929
196,EntityNode,929
197,EntityNode,929
198,EntityNode,2038
