Edge ID,Type,Degree
0,DocumentEdge,21
1,DocumentEdge,2
2,DocumentEdge,2
3,DocumentEdge,3
4,RelatedToEdge,2
5,RelatedToEdge,11
6,RelatedToEdge,7
7,RelatedToEdge,3
8,DocumentEdge,9
9,RelatedToEdge,1
10,DocumentEdge,2
11,RelatedToEdge,3
12,DocumentEdge,19
13,RelatedToEdge,3
14,DocumentEdge,13
15,RelatedToEdge,28
16,DocumentEdge,3
17,RelatedToEdge,28
18,DocumentEdge,3
19,RelatedToEdge,33
20,DocumentEdge,2
21,RelatedToEdge,29
22,DocumentEdge,5
23,RelatedToEdge,15
24,DocumentEdge,21
25,RelatedToEdge,28
26,DocumentEdge,3
27,RelatedToEdge,3
28,DocumentEdge,7
29,DocumentEdge,29
30,RelatedToEdge,3
31,RelatedToEdge,3
32,DocumentEdge,3
33,RelatedToEdge,20
34,DocumentEdge,5
35,RelatedToEdge,2
36,DocumentEdge,5
37,RelatedToEdge,7
38,DocumentEdge,5
39,RelatedToEdge,21
40,DocumentEdge,3
41,RelatedToEdge,9
42,DocumentEdge,5
43,RelatedToEdge,3
44,DocumentEdge,4
45,DocumentEdge,13
46,RelatedToEdge,3
47,DocumentEdge,29
48,DocumentEdge,3
49,RelatedToEdge,5
50,RelatedToEdge,35
51,RelatedToEdge,5
52,DocumentEdge,5
53,RelatedToEdge,3
54,DocumentEdge,3
55,RelatedToEdge,3
56,DocumentEdge,11
57,RelatedToEdge,3
58,DocumentEdge,31
59,RelatedToEdge,3
60,DocumentEdge,53
61,RelatedToEdge,8
62,DocumentEdge,2
63,RelatedToEdge,3
64,DocumentEdge,15
65,RelatedToEdge,3
66,DocumentEdge,3
67,RelatedToEdge,5
68,DocumentEdge,29
69,RelatedToEdge,3
70,DocumentEdge,3
71,RelatedToEdge,13
72,DocumentEdge,31
73,RelatedToEdge,3
74,DocumentEdge,2
75,RelatedToEdge,11
76,DocumentEdge,3
77,RelatedToEdge,17
78,DocumentEdge,73
79,RelatedToEdge,5
80,DocumentEdge,3
81,RelatedToEdge,31
82,DocumentEdge,5
83,RelatedToEdge,3
84,DocumentEdge,2
85,DocumentEdge,6
86,RelatedToEdge,37
87,RelatedToEdge,3
88,DocumentEdge,7
89,RelatedToEdge,2
90,DocumentEdge,15
91,RelatedToEdge,3
92,DocumentEdge,3
93,RelatedToEdge,2
94,DocumentEdge,20
95,RelatedToEdge,2
96,DocumentEdge,4
97,RelatedToEdge,21
98,DocumentEdge,7
99,RelatedToEdge,2
100,DocumentEdge,5
101,RelatedToEdge,15
102,DocumentEdge,4
103,RelatedToEdge,2
104,DocumentEdge,29
105,RelatedToEdge,2
106,DocumentEdge,23
107,RelatedToEdge,4
108,DocumentEdge,29
109,RelatedToEdge,21
110,DocumentEdge,7
111,RelatedToEdge,6
112,DocumentEdge,21
113,RelatedToEdge,7
114,DocumentEdge,3
115,RelatedToEdge,28
116,DocumentEdge,19
117,RelatedToEdge,3
118,DocumentEdge,21
119,RelatedToEdge,29
120,DocumentEdge,20
121,RelatedToEdge,29
122,DocumentEdge,29
123,RelatedToEdge,3
124,DocumentEdge,29
125,RelatedToEdge,3
126,DocumentEdge,31
127,RelatedToEdge,29
128,DocumentEdge,3
