Edge ID,Type,Degree
0,DocumentEdge,3
1,DocumentEdge,5
2,DocumentEdge,3
3,DocumentEdge,2
4,RelatedToEdge,3
5,RelatedToEdge,3
6,RelatedToEdge,2
7,RelatedToEdge,3
8,DocumentEdge,5
9,RelatedToEdge,2
10,DocumentEdge,5
11,RelatedToEdge,5
12,DocumentEdge,6
13,DocumentEdge,3
14,RelatedToEdge,3
15,DocumentEdge,3
16,RelatedToEdge,2
17,DocumentEdge,3
18,RelatedToEdge,3
19,RelatedToEdge,3
20,DocumentEdge,4
21,RelatedToEdge,3
22,DocumentEdge,3
23,RelatedToEdge,3
24,DocumentEdge,3
25,RelatedToEdge,3
26,DocumentEdge,3
27,RelatedToEdge,3
28,DocumentEdge,5
29,RelatedToEdge,3
30,DocumentEdge,3
31,RelatedToEdge,3
32,DocumentEdge,5
33,RelatedToEdge,3
34,DocumentEdge,9
35,RelatedToEdge,3
36,DocumentEdge,5
37,RelatedToEdge,5
38,DocumentEdge,3
39,RelatedToEdge,3
40,DocumentEdge,3
41,DocumentEdge,3
42,RelatedToEdge,3
43,RelatedToEdge,2
44,DocumentEdge,3
45,RelatedToEdge,3
46,DocumentEdge,3
47,RelatedToEdge,5
48,DocumentEdge,2
49,RelatedToEdge,3
50,ContainedInEdge,3
51,ContainedInEdge,2
52,ContainedInEdge,5
53,ContainedInEdge,3
54,ContainedInEdge,3
55,ContainedInEdge,2
56,ContainedInEdge,5
57,ContainedInEdge,2
58,ContainedInEdge,2
59,ContainedInEdge,3
60,ContainedInEdge,3
61,ContainedInEdge,5
62,ContainedInEdge,2
63,ContainedInEdge,3
64,ContainedInEdge,3
65,ContainedInEdge,3
66,ContainedInEdge,3
67,ContainedInEdge,5
68,ContainedInEdge,5
69,ContainedInEdge,3
70,ContainedInEdge,3
71,ContainedInEdge,2
72,ContainedInEdge,6
73,ContainedInEdge,4
74,ContainedInEdge,3
75,ContainedInEdge,5
76,ContainedInEdge,3
77,ContainedInEdge,5
78,ContainedInEdge,3
79,ContainedInEdge,5
80,ContainedInEdge,5
81,ContainedInEdge,3
82,ContainedInEdge,3
83,ContainedInEdge,3
84,ContainedInEdge,4
85,ContainedInEdge,3
86,ContainedInEdge,2
87,ContainedInEdge,4
88,ContainedInEdge,3
89,ContainedInEdge,3
90,ContainedInEdge,3
91,ContainedInEdge,3
92,ContainedInEdge,3
93,ContainedInEdge,4
94,ContainedInEdge,5
95,ContainedInEdge,7
96,ContainedInEdge,4
97,ContainedInEdge,5
98,ContainedInEdge,3
99,ContainedInEdge,3
100,ContainedInEdge,3
101,ContainedInEdge,3
102,ContainedInEdge,5
103,ContainedInEdge,4
104,ContainedInEdge,5
105,ContainedInEdge,5
106,ContainedInEdge,5
107,ContainedInEdge,3
108,ContainedInEdge,4
109,ContainedInEdge,3
110,ContainedInEdge,3
111,ContainedInEdge,3
112,ContainedInEdge,5
113,ContainedInEdge,3
114,ContainedInEdge,5
115,ContainedInEdge,3
116,ContainedInEdge,3
117,ContainedInEdge,4
118,ContainedInEdge,3
119,ContainedInEdge,5
120,ContainedInEdge,3
121,ContainedInEdge,5
122,ContainedInEdge,6
123,ContainedInEdge,2
124,ContainedInEdge,3
125,ContainedInEdge,7
126,ContainedInEdge,5
127,ContainedInEdge,3
128,ContainedInEdge,3
129,ContainedInEdge,3
130,ContainedInEdge,3
131,ContainedInEdge,6
132,ContainedInEdge,3
133,ContainedInEdge,3
134,ContainedInEdge,3
135,ContainedInEdge,2
136,ContainedInEdge,2
137,ContainedInEdge,3
138,ContainedInEdge,2
139,ContainedInEdge,3
140,ContainedInEdge,7
141,ContainedInEdge,3
142,ContainedInEdge,2
143,ContainedInEdge,3
144,ContainedInEdge,3
145,ContainedInEdge,3
146,ContainedInEdge,3
147,ContainedInEdge,3
148,ContainedInEdge,3
149,ContainedInEdge,3
150,ContainedInEdge,3
151,ContainedInEdge,2
152,ContainedInEdge,2
153,ContainedInEdge,3
154,ContainedInEdge,5
155,ContainedInEdge,5
156,ContainedInEdge,2
157,ContainedInEdge,5
158,ContainedInEdge,3
159,ContainedInEdge,5
160,ContainedInEdge,2
161,ContainedInEdge,5
162,ContainedInEdge,3
163,ContainedInEdge,2
164,ContainedInEdge,2
165,ContainedInEdge,3
166,ContainedInEdge,3
167,ContainedInEdge,3
168,ContainedInEdge,3
169,ContainedInEdge,5
170,ContainedInEdge,2
171,ContainedInEdge,3
172,ContainedInEdge,3
173,ContainedInEdge,3
174,ContainedInEdge,5
175,ContainedInEdge,5
176,ContainedInEdge,3
177,ContainedInEdge,3
178,ContainedInEdge,3
179,ContainedInEdge,3
180,ContainedInEdge,3
181,ContainedInEdge,5
182,ContainedInEdge,5
183,ContainedInEdge,5
184,ContainedInEdge,5
185,ContainedInEdge,3
186,ContainedInEdge,3
187,ContainedInEdge,3
188,ContainedInEdge,7
189,ContainedInEdge,3
190,ContainedInEdge,2
191,ContainedInEdge,5
192,ContainedInEdge,5
193,ContainedInEdge,5
194,ContainedInEdge,5
195,ContainedInEdge,4
196,ContainedInEdge,5
197,ContainedInEdge,5
198,ContainedInEdge,5
199,ContainedInEdge,5
200,ContainedInEdge,5
201,ContainedInEdge,5
202,ContainedInEdge,5
203,ContainedInEdge,5
204,ContainedInEdge,4
205,ContainedInEdge,5
206,ContainedInEdge,5
207,ContainedInEdge,5
208,ContainedInEdge,5
209,ContainedInEdge,5
210,ContainedInEdge,5
211,ContainedInEdge,5
212,ContainedInEdge,2
213,ContainedInEdge,3
214,ContainedInEdge,3
215,ContainedInEdge,2
216,ContainedInEdge,3
217,ContainedInEdge,3
218,ContainedInEdge,3
219,ContainedInEdge,3
220,ContainedInEdge,3
