EdgeID,Type,IsDirected,Degree,TailDegree,HeadDegree
0,DocumentEdge,false,2,,
1,DocumentEdge,false,3,,
2,DocumentEdge,false,5,,
3,DocumentEdge,false,2,,
4,RelatedToEdge,false,3,,
5,RelatedToEdge,false,3,,
6,RelatedToEdge,false,3,,
7,RelatedToEdge,false,3,,
8,DocumentEdge,false,3,,
9,RelatedToEdge,false,2,,
10,DocumentEdge,false,3,,
11,RelatedToEdge,false,3,,
12,DocumentEdge,false,11,,
13,RelatedToEdge,false,5,,
14,DocumentEdge,false,3,,
15,RelatedToEdge,false,3,,
16,DocumentEdge,false,3,,
17,RelatedToEdge,false,3,,
18,DocumentEdge,false,3,,
19,RelatedToEdge,false,3,,
20,DocumentEdge,false,3,,
21,RelatedToEdge,false,3,,
22,DocumentEdge,false,3,,
23,RelatedToEdge,false,3,,
24,DocumentEdge,false,3,,
25,RelatedToEdge,false,2,,
26,DocumentEdge,false,3,,
27,RelatedToEdge,false,7,,
28,DocumentEdge,false,5,,
29,RelatedToEdge,false,2,,
30,DocumentEdge,false,3,,
31,DocumentEdge,false,3,,
32,RelatedToEdge,false,3,,
33,RelatedToEdge,false,3,,
34,DocumentEdge,false,3,,
35,RelatedToEdge,false,2,,
36,DocumentEdge,false,5,,
37,RelatedToEdge,false,3,,
38,DocumentEdge,false,3,,
39,RelatedToEdge,false,7,,
40,DocumentEdge,false,2,,
41,RelatedToEdge,false,5,,
42,DocumentEdge,false,3,,
43,RelatedToEdge,false,3,,
44,DocumentEdge,false,5,,
45,RelatedToEdge,false,3,,
46,DocumentEdge,false,15,,
47,RelatedToEdge,false,3,,
48,DocumentEdge,false,3,,
49,RelatedToEdge,false,7,,
50,DocumentEdge,false,3,,
51,DocumentEdge,false,3,,
52,RelatedToEdge,false,7,,
53,DocumentEdge,false,2,,
54,RelatedToEdge,false,5,,
55,RelatedToEdge,false,2,,
56,DocumentEdge,false,3,,
57,RelatedToEdge,false,3,,
58,DocumentEdge,false,17,,
59,RelatedToEdge,false,5,,
60,DocumentEdge,false,3,,
61,RelatedToEdge,false,4,,
62,DocumentEdge,false,3,,
63,RelatedToEdge,false,2,,
64,DocumentEdge,false,2,,
65,RelatedToEdge,false,3,,
66,DocumentEdge,false,14,,
67,RelatedToEdge,false,2,,
68,DocumentEdge,false,2,,
69,RelatedToEdge,false,3,,
70,DocumentEdge,false,3,,
71,RelatedToEdge,false,3,,
72,DocumentEdge,false,3,,
73,RelatedToEdge,false,4,,
74,DocumentEdge,false,5,,
75,RelatedToEdge,false,2,,
76,DocumentEdge,false,2,,
77,RelatedToEdge,false,8,,
78,DocumentEdge,false,3,,
79,RelatedToEdge,false,3,,
80,DocumentEdge,false,2,,
81,RelatedToEdge,false,3,,
82,DocumentEdge,false,3,,
83,RelatedToEdge,false,3,,
84,DocumentEdge,false,3,,
85,DocumentEdge,false,3,,
86,RelatedToEdge,false,2,,
87,RelatedToEdge,false,3,,
88,DocumentEdge,false,3,,
89,RelatedToEdge,false,5,,
90,DocumentEdge,false,2,,
91,RelatedToEdge,false,2,,
92,DocumentEdge,false,3,,
93,RelatedToEdge,false,2,,
94,DocumentEdge,false,3,,
95,RelatedToEdge,false,3,,
96,DocumentEdge,false,3,,
97,RelatedToEdge,false,3,,
98,DocumentEdge,false,2,,
99,RelatedToEdge,false,3,,
100,ContainedInEdge,true,2,1,1
101,ContainedInEdge,true,3,1,1
102,ContainedInEdge,true,3,1,1
103,ContainedInEdge,true,3,1,1
104,ContainedInEdge,true,3,1,1
105,ContainedInEdge,true,3,2,1
106,ContainedInEdge,true,2,2,1
107,ContainedInEdge,true,2,1,1
108,ContainedInEdge,true,5,1,1
109,ContainedInEdge,true,3,2,1
110,ContainedInEdge,true,3,2,1
111,ContainedInEdge,true,2,2,1
112,ContainedInEdge,true,3,2,1
113,ContainedInEdge,true,3,2,1
114,ContainedInEdge,true,5,1,1
115,ContainedInEdge,true,3,2,1
116,ContainedInEdge,true,3,1,1
117,ContainedInEdge,true,2,1,1
118,ContainedInEdge,true,4,2,1
119,ContainedInEdge,true,3,1,1
120,ContainedInEdge,true,2,2,1
121,ContainedInEdge,true,2,1,1
122,ContainedInEdge,true,2,1,1
123,ContainedInEdge,true,3,1,1
124,ContainedInEdge,true,3,2,1
125,ContainedInEdge,true,2,1,1
126,ContainedInEdge,true,2,3,1
127,ContainedInEdge,true,7,2,1
128,ContainedInEdge,true,5,1,1
129,ContainedInEdge,true,2,1,1
130,ContainedInEdge,true,2,2,1
131,ContainedInEdge,true,3,2,1
132,ContainedInEdge,true,3,1,1
133,ContainedInEdge,true,3,1,1
134,ContainedInEdge,true,3,1,1
135,ContainedInEdge,true,3,1,1
136,ContainedInEdge,true,3,2,1
137,ContainedInEdge,true,3,1,1
138,ContainedInEdge,true,3,2,1
139,ContainedInEdge,true,4,1,1
140,ContainedInEdge,true,7,1,1
141,ContainedInEdge,true,3,1,1
142,ContainedInEdge,true,2,2,1
143,ContainedInEdge,true,3,2,1
144,ContainedInEdge,true,5,1,1
145,ContainedInEdge,true,3,2,1
146,ContainedInEdge,true,2,5,1
147,ContainedInEdge,true,2,1,1
148,ContainedInEdge,true,3,1,1
149,ContainedInEdge,true,3,1,1
150,ContainedInEdge,true,3,1,1
