NodeID,Type,Degree,InDegree,OutDegree
0,EntityNode,2290,2290,2290
1,EntityNode,234,234,234
2,EntityNode,1991,1991,1991
3,EntityNode,814,814,814
4,EntityNode,320,320,320
5,EntityNode,814,814,814
6,EntityNode,814,814,814
7,EntityNode,814,814,814
8,EntityNode,320,320,320
9,EntityNode,814,814,814
10,EntityNode,320,320,320
11,EntityNode,320,320,320
12,EntityNode,3796,3796,3796
13,EntityNode,2524,2524,2524
14,EntityNode,814,814,814
15,EntityNode,2290,2290,2290
16,EntityNode,814,814,814
17,EntityNode,2290,2290,2290
18,EntityNode,320,320,320
19,EntityNode,320,320,320
20,EntityNode,320,320,320
21,EntityNode,814,814,814
22,EntityNode,320,320,320
23,EntityNode,814,814,814
24,EntityNode,320,320,320
25,EntityNode,814,814,814
26,EntityNode,320,320,320
27,EntityNode,3209,3209,3209
28,EntityNode,1788,1788,1787
29,EntityNode,814,814,814
30,EntityNode,814,814,814
31,EntityNode,814,814,814
32,EntityNode,320,320,320
33,EntityNode,814,814,814
34,EntityNode,814,814,814
35,EntityNode,814,814,814
36,EntityNode,2984,2984,2984
37,EntityNode,2290,2290,2290
38,EntityNode,814,814,814
39,EntityNode,3054,3054,3054
40,EntityNode,2290,2290,2290
41,EntityNode,1787,1787,1787
42,EntityNode,320,320,320
43,EntityNode,320,320,320
44,EntityNode,1706,1706,1706
45,EntityNode,814,814,814
46,EntityNode,6298,6298,6298
47,EntityNode,814,814,814
48,EntityNode,320,320,320
49,EntityNode,3805,3805,3805
50,EntityNode,814,814,814
51,EntityNode,2290,2290,2290
52,EntityNode,3130,3130,3129
53,EntityNode,814,814,814
54,EntityNode,3318,3318,3318
55,EntityNode,814,814,814
56,EntityNode,2290,2290,2290
57,EntityNode,815,815,814
58,EntityNode,6666,6666,6666
59,EntityNode,3382,3382,3382
60,EntityNode,814,814,814
61,EntityNode,1695,1695,1695
62,EntityNode,2290,2290,2290
63,EntityNode,814,814,814
64,EntityNode,814,814,814
65,EntityNode,815,815,814
66,EntityNode,5356,5356,5356
67,EntityNode,320,320,320
68,EntityNode,814,814,814
69,EntityNode,320,320,320
70,EntityNode,320,320,320
71,EntityNode,320,320,320
72,EntityNode,814,814,814
73,EntityNode,1779,1779,1779
74,EntityNode,1695,1695,1695
75,EntityNode,814,814,814
76,EntityNode,320,320,320
77,EntityNode,4398,4398,4398
78,EntityNode,320,320,320
79,EntityNode,814,814,814
80,EntityNode,814,814,814
81,EntityNode,321,321,320
82,EntityNode,814,814,814
83,EntityNode,320,320,320
84,EntityNode,320,320,320
85,EntityNode,814,814,814
86,EntityNode,814,814,814
87,EntityNode,2290,2290,2290
88,EntityNode,2290,2290,2290
89,EntityNode,1444,1444,1444
90,EntityNode,2290,2290,2290
91,EntityNode,814,814,814
92,EntityNode,2290,2290,2290
93,EntityNode,2290,2290,2290
94,EntityNode,814,814,814
95,EntityNode,2290,2290,2290
96,EntityNode,2290,2290,2290
97,EntityNode,234,234,234
98,EntityNode,234,234,234
99,EntityNode,2290,2290,2290
100,EntityNode,234,234,234
101,EntityNode,2290,2290,2290
102,EntityNode,234,234,234
103,EntityNode,2290,2290,2290
104,EntityNode,234,234,234
105,EntityNode,2290,2290,2290
106,EntityNode,320,320,320
107,EntityNode,234,234,234
108,EntityNode,1586,1586,1586
109,EntityNode,2290,2290,2290
110,EntityNode,234,234,234
111,EntityNode,2290,2290,2290
112,EntityNode,2290,2290,2290
113,EntityNode,2290,2290,2290
114,EntityNode,2695,2695,2695
115,EntityNode,2290,2290,2290
116,EntityNode,2290,2290,2290
117,EntityNode,2290,2290,2290
118,EntityNode,2617,2617,2617
119,EntityNode,2290,2290,2290
120,EntityNode,2290,2290,2290
121,EntityNode,2290,2290,2290
122,EntityNode,2290,2290,2290
123,EntityNode,2290,2290,2290
124,EntityNode,2290,2290,2290
125,EntityNode,2290,2290,2290
126,EntityNode,2290,2290,2290
127,EntityNode,3119,3119,3119
128,EntityNode,2804,2804,2804
129,EntityNode,2290,2290,2290
130,EntityNode,2290,2290,2290
131,EntityNode,2290,2290,2290
132,EntityNode,2290,2290,2290
133,EntityNode,2290,2290,2290
134,EntityNode,2290,2290,2290
135,EntityNode,2290,2290,2290
136,EntityNode,2290,2290,2290
137,EntityNode,2290,2290,2290
138,EntityNode,2290,2290,2290
139,EntityNode,2695,2695,2695
140,EntityNode,3628,3628,3628
141,EntityNode,2290,2290,2290
142,EntityNode,2290,2290,2290
143,EntityNode,2290,2290,2290
144,EntityNode,3318,3318,3318
145,EntityNode,2290,2290,2290
146,EntityNode,2290,2290,2290
147,EntityNode,2290,2290,2290
148,EntityNode,814,814,814
149,EntityNode,814,814,814
150,EntityNode,2290,2290,2290
151,EntityNode,814,814,814
152,EntityNode,2290,2290,2290
153,EntityNode,814,814,814
154,EntityNode,2290,2290,2290
155,EntityNode,320,320,320
156,EntityNode,814,814,814
157,EntityNode,814,814,814
158,EntityNode,320,320,320
159,EntityNode,814,814,814
160,EntityNode,2290,2290,2290
161,EntityNode,814,814,814
162,EntityNode,2290,2290,2290
163,EntityNode,2290,2290,2290
164,EntityNode,814,814,814
165,EntityNode,814,814,814
166,EntityNode,2290,2290,2290
167,EntityNode,2436,2436,2436
168,EntityNode,814,814,814
169,EntityNode,814,814,814
170,EntityNode,1217,1217,1217
171,EntityNode,814,814,814
172,EntityNode,320,320,320
173,EntityNode,814,814,814
174,EntityNode,320,320,320
175,EntityNode,814,814,814
176,EntityNode,1787,1787,1787
177,EntityNode,320,320,320
178,EntityNode,814,814,814
179,EntityNode,320,320,320
180,EntityNode,814,814,814
181,EntityNode,320,320,320
182,EntityNode,1991,1991,1991
183,EntityNode,321,321,320
184,EntityNode,814,814,814
185,EntityNode,3010,3010,3010
186,EntityNode,814,814,814
187,EntityNode,320,320,320
188,EntityNode,320,320,320
189,EntityNode,320,320,320
190,EntityNode,814,814,814
191,EntityNode,814,814,814
192,EntityNode,320,320,320
193,EntityNode,814,814,814
194,EntityNode,320,320,320
195,EntityNode,320,320,320
196,EntityNode,2746,2746,2746
197,EntityNode,320,320,320
198,EntityNode,814,814,814
199,EntityNode,320,320,320
200,EntityNode,814,814,814
201,EntityNode,814,814,814
202,EntityNode,814,814,814
203,EntityNode,4451,4451,4451
204,EntityNode,2290,2290,2290
205,EntityNode,814,814,814
206,EntityNode,2290,2290,2290
207,EntityNode,814,814,814
208,EntityNode,814,814,814
209,EntityNode,814,814,814
210,EntityNode,814,814,814
211,EntityNode,2290,2290,2290
212,EntityNode,814,814,814
213,EntityNode,2804,2804,2804
214,EntityNode,2290,2290,2290
215,EntityNode,814,814,814
216,EntityNode,2804,2804,2804
217,EntityNode,814,814,814
218,EntityNode,2290,2290,2290
219,EntityNode,814,814,814
220,EntityNode,2290,2290,2290
221,EntityNode,814,814,814
222,EntityNode,2290,2290,2290
223,EntityNode,2549,2549,2549
224,EntityNode,2290,2290,2290
225,EntityNode,3448,3448,3448
226,EntityNode,2290,2290,2290
227,EntityNode,814,814,814
228,EntityNode,814,814,814
229,EntityNode,2290,2290,2290
230,EntityNode,1444,1444,1444
231,EntityNode,320,320,320
232,EntityNode,320,320,320
233,EntityNode,320,320,320
234,EntityNode,320,320,320
235,EntityNode,320,320,320
236,EntityNode,3888,3888,3888
237,EntityNode,321,321,320
238,EntityNode,5227,5227,5227
239,EntityNode,814,814,814
240,EntityNode,2290,2290,2290
241,EntityNode,2441,2441,2441
242,EntityNode,2290,2290,2290
243,EntityNode,3054,3054,3054
244,EntityNode,814,814,814
245,EntityNode,2773,2773,2773
246,EntityNode,814,814,814
247,EntityNode,814,814,814
248,EntityNode,2290,2290,2290
249,EntityNode,814,814,814
250,EntityNode,3696,3696,3696
251,EntityNode,814,814,814
252,EntityNode,814,814,814
253,EntityNode,2290,2290,2290
254,EntityNode,814,814,814
255,EntityNode,2782,2782,2782
256,EntityNode,814,814,814
257,EntityNode,814,814,814
258,EntityNode,321,321,320
259,EntityNode,815,815,814
260,EntityNode,320,320,320
261,EntityNode,814,814,814
262,EntityNode,814,814,814
263,EntityNode,814,814,814
264,EntityNode,320,320,320
265,EntityNode,320,320,320
266,EntityNode,815,815,814
267,EntityNode,320,320,320
268,EntityNode,320,320,320
269,EntityNode,320,320,320
270,EntityNode,320,320,320
271,EntityNode,320,320,320
272,EntityNode,814,814,814
273,EntityNode,814,814,814
274,EntityNode,320,320,320
275,EntityNode,2335,2335,2335
276,EntityNode,320,320,320
277,EntityNode,1787,1787,1787
278,EntityNode,320,320,320
279,EntityNode,320,320,320
280,EntityNode,2290,2290,2290
281,EntityNode,2290,2290,2290
282,EntityNode,3054,3054,3054
283,EntityNode,2290,2290,2290
284,EntityNode,2290,2290,2290
285,EntityNode,320,320,320
286,EntityNode,320,320,320
287,EntityNode,885,885,885
288,EntityNode,234,234,234
289,EntityNode,2290,2290,2290
290,EntityNode,2804,2804,2804
291,EntityNode,235,235,234
292,EntityNode,5034,5034,5034
293,EntityNode,3027,3027,3027
294,EntityNode,234,234,234
295,EntityNode,2870,2870,2870
296,EntityNode,234,234,234
297,EntityNode,234,234,234
298,EntityNode,234,234,234
299,EntityNode,2290,2290,2290
300,EntityNode,2549,2549,2549
301,EntityNode,2290,2290,2290
302,EntityNode,2291,2291,2290
303,EntityNode,2290,2290,2290
304,EntityNode,2290,2290,2290
305,EntityNode,2290,2290,2290
306,EntityNode,2290,2290,2290
307,EntityNode,2290,2290,2290
308,EntityNode,3171,3171,3170
309,EntityNode,2290,2290,2290
310,EntityNode,234,234,234
311,EntityNode,234,234,234
312,EntityNode,2695,2695,2695
313,EntityNode,234,234,234
314,EntityNode,2290,2290,2290
315,EntityNode,2290,2290,2290
316,EntityNode,2290,2290,2290
317,EntityNode,2290,2290,2290
318,EntityNode,234,234,234
319,EntityNode,2290,2290,2290
320,EntityNode,2290,2290,2290
321,EntityNode,2290,2290,2290
322,EntityNode,2290,2290,2290
323,EntityNode,2290,2290,2290
324,EntityNode,320,320,320
325,EntityNode,2290,2290,2290
326,EntityNode,320,320,320
327,EntityNode,2290,2290,2290
328,EntityNode,320,320,320
329,EntityNode,320,320,320
330,EntityNode,320,320,320
331,EntityNode,2290,2290,2290
332,EntityNode,2290,2290,2290
333,EntityNode,320,320,320
334,EntityNode,2290,2290,2290
335,EntityNode,320,320,320
336,EntityNode,2290,2290,2290
337,EntityNode,320,320,320
338,EntityNode,2290,2290,2290
339,EntityNode,320,320,320
340,EntityNode,2290,2290,2290
341,EntityNode,320,320,320
342,EntityNode,2870,2870,2870
343,EntityNode,320,320,320
344,EntityNode,320,320,320
345,EntityNode,2290,2290,2290
346,EntityNode,320,320,320
347,EntityNode,320,320,320
348,EntityNode,320,320,320
349,EntityNode,2290,2290,2290
350,EntityNode,2290,2290,2290
351,EntityNode,320,320,320
352,EntityNode,320,320,320
353,EntityNode,320,320,320
354,EntityNode,320,320,320
355,EntityNode,320,320,320
356,EntityNode,320,320,320
357,EntityNode,320,320,320
358,EntityNode,2290,2290,2290
359,EntityNode,2290,2290,2290
360,EntityNode,2290,2290,2290
361,EntityNode,2290,2290,2290
362,EntityNode,2291,2291,2290
363,EntityNode,2290,2290,2290
364,EntityNode,2290,2290,2290
365,EntityNode,2446,2446,2446
366,EntityNode,4606,4606,4606
