Edge ID,Type,Degree
0,DocumentEdge,5
1,DocumentEdge,3
2,DocumentEdge,10
3,DocumentEdge,3
4,RelatedToEdge,3
5,RelatedToEdge,3
6,RelatedToEdge,3
7,RelatedToEdge,3
8,DocumentEdge,3
9,RelatedToEdge,17
10,DocumentEdge,5
11,RelatedToEdge,2
12,DocumentEdge,3
13,RelatedToEdge,3
14,DocumentEdge,3
15,DocumentEdge,2
16,RelatedToEdge,3
17,RelatedToEdge,7
18,DocumentEdge,7
19,RelatedToEdge,3
20,DocumentEdge,3
21,RelatedToEdge,3
22,DocumentEdge,3
23,RelatedToEdge,3
24,DocumentEdge,3
25,RelatedToEdge,2
26,DocumentEdge,3
27,RelatedToEdge,2
28,DocumentEdge,3
29,RelatedToEdge,3
30,DocumentEdge,2
31,RelatedToEdge,3
32,DocumentEdge,2
33,RelatedToEdge,2
34,DocumentEdge,3
35,RelatedToEdge,2
36,DocumentEdge,2
37,RelatedToEdge,3
38,DocumentEdge,4
39,RelatedToEdge,2
40,DocumentEdge,2
41,RelatedToEdge,2
42,DocumentEdge,3
43,RelatedToEdge,3
44,DocumentEdge,3
45,RelatedToEdge,2
46,DocumentEdge,2
47,RelatedToEdge,2
48,DocumentEdge,3
49,RelatedToEdge,2
50,DocumentEdge,3
51,RelatedToEdge,3
52,DocumentEdge,3
53,RelatedToEdge,3
54,DocumentEdge,2
55,RelatedToEdge,3
56,DocumentEdge,2
57,RelatedToEdge,2
58,DocumentEdge,1
59,RelatedToEdge,3
60,DocumentEdge,5
61,RelatedToEdge,2
62,DocumentEdge,2
63,RelatedToEdge,3
64,DocumentEdge,2
65,RelatedToEdge,3
66,DocumentEdge,3
67,RelatedToEdge,3
68,DocumentEdge,3
69,RelatedToEdge,2
70,DocumentEdge,5
71,RelatedToEdge,3
72,DocumentEdge,2
73,RelatedToEdge,2
74,DocumentEdge,2
75,RelatedToEdge,2
76,DocumentEdge,11
77,RelatedToEdge,2
78,DocumentEdge,2
79,RelatedToEdge,2
80,DocumentEdge,2
81,RelatedToEdge,2
82,DocumentEdge,3
83,RelatedToEdge,3
84,DocumentEdge,2
85,RelatedToEdge,3
86,DocumentEdge,3
87,RelatedToEdge,19
88,DocumentEdge,3
89,RelatedToEdge,3
90,DocumentEdge,2
91,RelatedToEdge,3
92,DocumentEdge,3
93,RelatedToEdge,2
94,DocumentEdge,3
95,RelatedToEdge,2
96,DocumentEdge,3
97,RelatedToEdge,5
98,DocumentEdge,2
99,RelatedToEdge,2
100,ContainedInEdge,2
101,ContainedInEdge,3
102,ContainedInEdge,2
103,ContainedInEdge,2
104,ContainedInEdge,3
105,ContainedInEdge,3
106,ContainedInEdge,2
107,ContainedInEdge,3
108,ContainedInEdge,3
109,ContainedInEdge,3
110,ContainedInEdge,2
111,ContainedInEdge,3
112,ContainedInEdge,2
113,ContainedInEdge,3
114,ContainedInEdge,2
115,ContainedInEdge,3
116,ContainedInEdge,3
117,ContainedInEdge,3
118,ContainedInEdge,3
119,ContainedInEdge,2
120,ContainedInEdge,2
121,ContainedInEdge,2
122,ContainedInEdge,3
123,ContainedInEdge,2
124,ContainedInEdge,2
125,ContainedInEdge,2
126,ContainedInEdge,2
127,ContainedInEdge,3
128,ContainedInEdge,3
129,ContainedInEdge,2
130,ContainedInEdge,3
131,ContainedInEdge,3
132,ContainedInEdge,2
133,ContainedInEdge,3
134,ContainedInEdge,3
135,ContainedInEdge,2
136,ContainedInEdge,2
137,ContainedInEdge,2
138,ContainedInEdge,3
139,ContainedInEdge,2
140,ContainedInEdge,3
141,ContainedInEdge,2
142,ContainedInEdge,3
143,ContainedInEdge,2
144,ContainedInEdge,5
145,ContainedInEdge,3
146,ContainedInEdge,3
147,ContainedInEdge,7
148,ContainedInEdge,3
149,ContainedInEdge,3
150,ContainedInEdge,3
151,ContainedInEdge,2
152,ContainedInEdge,2
153,ContainedInEdge,2
154,ContainedInEdge,2
155,ContainedInEdge,2
156,ContainedInEdge,7
157,ContainedInEdge,2
158,ContainedInEdge,3
159,ContainedInEdge,2
160,ContainedInEdge,2
161,ContainedInEdge,3
162,ContainedInEdge,3
163,ContainedInEdge,2
164,ContainedInEdge,3
165,ContainedInEdge,3
166,ContainedInEdge,3
167,ContainedInEdge,3
168,ContainedInEdge,3
169,ContainedInEdge,5
170,ContainedInEdge,3
171,ContainedInEdge,2
172,ContainedInEdge,3
173,ContainedInEdge,3
174,ContainedInEdge,5
175,ContainedInEdge,4
176,ContainedInEdge,3
177,ContainedInEdge,3
178,ContainedInEdge,3
179,ContainedInEdge,3
180,ContainedInEdge,3
181,ContainedInEdge,3
182,ContainedInEdge,3
183,ContainedInEdge,2
184,ContainedInEdge,3
185,ContainedInEdge,3
186,ContainedInEdge,2
187,ContainedInEdge,5
188,ContainedInEdge,3
189,ContainedInEdge,2
190,ContainedInEdge,3
191,ContainedInEdge,3
192,ContainedInEdge,5
193,ContainedInEdge,5
194,ContainedInEdge,2
195,ContainedInEdge,3
196,ContainedInEdge,3
197,ContainedInEdge,2
198,ContainedInEdge,3
199,ContainedInEdge,2
200,ContainedInEdge,3
201,ContainedInEdge,2
202,ContainedInEdge,3
203,ContainedInEdge,3
204,ContainedInEdge,11
205,ContainedInEdge,3
206,ContainedInEdge,7
207,ContainedInEdge,3
208,ContainedInEdge,3
209,ContainedInEdge,3
210,ContainedInEdge,2
211,ContainedInEdge,13
212,ContainedInEdge,3
213,ContainedInEdge,4
214,ContainedInEdge,11
215,ContainedInEdge,3
216,ContainedInEdge,11
217,ContainedInEdge,3
218,ContainedInEdge,7
219,ContainedInEdge,3
220,ContainedInEdge,2
221,ContainedInEdge,9
222,ContainedInEdge,3
223,ContainedInEdge,3
224,ContainedInEdge,3
225,ContainedInEdge,3
226,ContainedInEdge,3
227,ContainedInEdge,2
228,ContainedInEdge,3
229,ContainedInEdge,2
230,ContainedInEdge,3
231,ContainedInEdge,5
232,ContainedInEdge,3
233,ContainedInEdge,3
234,ContainedInEdge,3
235,ContainedInEdge,3
236,ContainedInEdge,3
237,ContainedInEdge,3
238,ContainedInEdge,6
239,ContainedInEdge,3
240,ContainedInEdge,3
241,ContainedInEdge,7
242,ContainedInEdge,3
243,ContainedInEdge,3
244,ContainedInEdge,3
245,ContainedInEdge,3
246,ContainedInEdge,3
247,ContainedInEdge,3
248,ContainedInEdge,2
249,ContainedInEdge,3
250,ContainedInEdge,3
251,ContainedInEdge,3
252,ContainedInEdge,3
253,ContainedInEdge,2
254,ContainedInEdge,6
255,ContainedInEdge,10
256,ContainedInEdge,5
257,ContainedInEdge,1
258,ContainedInEdge,6
259,ContainedInEdge,5
260,ContainedInEdge,10
261,ContainedInEdge,5
262,ContainedInEdge,6
263,ContainedInEdge,7
264,ContainedInEdge,5
265,ContainedInEdge,1
266,ContainedInEdge,3
267,ContainedInEdge,1
268,ContainedInEdge,11
269,ContainedInEdge,12
270,ContainedInEdge,2
271,ContainedInEdge,4
272,ContainedInEdge,9
273,ContainedInEdge,2
274,ContainedInEdge,6
275,ContainedInEdge,15
276,ContainedInEdge,13
277,ContainedInEdge,1
278,ContainedInEdge,37
279,ContainedInEdge,4
280,ContainedInEdge,3
281,ContainedInEdge,4
282,ContainedInEdge,13
283,ContainedInEdge,11
284,ContainedInEdge,1
285,ContainedInEdge,15
286,ContainedInEdge,4
287,ContainedInEdge,4
288,ContainedInEdge,3
289,ContainedInEdge,4
290,ContainedInEdge,2
291,ContainedInEdge,1
292,ContainedInEdge,17
293,ContainedInEdge,3
294,ContainedInEdge,6
295,ContainedInEdge,2
296,ContainedInEdge,13
297,ContainedInEdge,1
298,ContainedInEdge,2
299,ContainedInEdge,11
300,ContainedInEdge,1
301,ContainedInEdge,7
302,ContainedInEdge,11
303,ContainedInEdge,20
304,ContainedInEdge,1
305,ContainedInEdge,13
306,ContainedInEdge,8
307,ContainedInEdge,23
308,ContainedInEdge,12
309,ContainedInEdge,6
310,ContainedInEdge,2
311,ContainedInEdge,8
312,ContainedInEdge,8
313,ContainedInEdge,1
314,ContainedInEdge,1
315,ContainedInEdge,22
316,ContainedInEdge,15
317,ContainedInEdge,10
318,ContainedInEdge,2
319,ContainedInEdge,7
320,ContainedInEdge,40
321,ContainedInEdge,6
322,ContainedInEdge,1
323,ContainedInEdge,1
324,ContainedInEdge,6
325,ContainedInEdge,10
326,ContainedInEdge,1
327,ContainedInEdge,7
328,ContainedInEdge,2
329,ContainedInEdge,12
330,ContainedInEdge,1
331,ContainedInEdge,3
332,ContainedInEdge,1
333,ContainedInEdge,3
334,ContainedInEdge,3
335,ContainedInEdge,2
336,ContainedInEdge,10
337,ContainedInEdge,3
338,ContainedInEdge,12
339,ContainedInEdge,5
340,ContainedInEdge,26
341,ContainedInEdge,12
342,ContainedInEdge,5
343,ContainedInEdge,3
344,ContainedInEdge,6
345,ContainedInEdge,13
346,ContainedInEdge,13
347,ContainedInEdge,2
348,ContainedInEdge,5
349,ContainedInEdge,3
350,ContainedInEdge,2
351,ContainedInEdge,17
352,ContainedInEdge,4
353,ContainedInEdge,2
354,ContainedInEdge,2
355,ContainedInEdge,15
356,ContainedInEdge,1
357,ContainedInEdge,4
358,ContainedInEdge,5
359,ContainedInEdge,9
360,ContainedInEdge,16
361,ContainedInEdge,12
362,ContainedInEdge,6
363,ContainedInEdge,13
364,ContainedInEdge,10
365,ContainedInEdge,3
366,ContainedInEdge,2
367,ContainedInEdge,2
368,ContainedInEdge,3
369,ContainedInEdge,29
370,ContainedInEdge,22
371,ContainedInEdge,2
372,ContainedInEdge,1
373,ContainedInEdge,20
374,ContainedInEdge,16
375,ContainedInEdge,3
376,ContainedInEdge,1
377,ContainedInEdge,3
378,ContainedInEdge,3
379,ContainedInEdge,1
380,ContainedInEdge,3
381,ContainedInEdge,2
382,ContainedInEdge,2
383,ContainedInEdge,20
384,ContainedInEdge,13
385,ContainedInEdge,2
386,ContainedInEdge,8
387,ContainedInEdge,12
388,ContainedInEdge,1
389,ContainedInEdge,13
390,ContainedInEdge,1
391,ContainedInEdge,20
392,ContainedInEdge,8
393,ContainedInEdge,5
394,ContainedInEdge,12
395,ContainedInEdge,2
396,ContainedInEdge,2
397,ContainedInEdge,7
398,ContainedInEdge,10
399,ContainedInEdge,18
400,ContainedInEdge,17
401,ContainedInEdge,2
402,ContainedInEdge,1
403,ContainedInEdge,1
404,ContainedInEdge,1
405,ContainedInEdge,1
406,ContainedInEdge,1
407,ContainedInEdge,1
408,ContainedInEdge,6
409,ContainedInEdge,38
410,ContainedInEdge,2
411,ContainedInEdge,11
412,ContainedInEdge,2
413,ContainedInEdge,2
414,ContainedInEdge,17
415,ContainedInEdge,4
416,ContainedInEdge,12
417,ContainedInEdge,5
418,ContainedInEdge,32
419,ContainedInEdge,2
420,ContainedInEdge,5
421,ContainedInEdge,1
