Edge ID,Type,Degree
0,DocumentEdge,7
1,DocumentEdge,2
2,DocumentEdge,11
3,DocumentEdge,125
4,RelatedToEdge,4
5,RelatedToEdge,99
6,RelatedToEdge,5
7,RelatedToEdge,3
8,DocumentEdge,5
9,RelatedToEdge,5
10,DocumentEdge,3
11,RelatedToEdge,103
12,DocumentEdge,3
13,RelatedToEdge,7
14,DocumentEdge,3
15,RelatedToEdge,3
16,DocumentEdge,3
17,RelatedToEdge,5
18,DocumentEdge,43
19,RelatedToEdge,11
20,DocumentEdge,7
21,RelatedToEdge,25
22,DocumentEdge,7
23,RelatedToEdge,9
24,DocumentEdge,3
25,RelatedToEdge,3
26,DocumentEdge,31
27,RelatedToEdge,56
28,DocumentEdge,3
29,RelatedToEdge,2
30,DocumentEdge,3
31,RelatedToEdge,519
32,DocumentEdge,9
33,RelatedToEdge,23
34,DocumentEdge,53
35,RelatedToEdge,21
36,DocumentEdge,23
37,DocumentEdge,2
38,DocumentEdge,3
39,RelatedToEdge,107
40,RelatedToEdge,2
41,RelatedToEdge,115
42,DocumentEdge,3
43,RelatedToEdge,45
44,DocumentEdge,39
45,RelatedToEdge,9
46,DocumentEdge,125
47,RelatedToEdge,2
48,DocumentEdge,241
49,RelatedToEdge,7
50,DocumentEdge,72
51,RelatedToEdge,95
52,DocumentEdge,3
53,RelatedToEdge,47
54,DocumentEdge,5
55,RelatedToEdge,6
56,DocumentEdge,3
57,RelatedToEdge,5
58,DocumentEdge,108
59,RelatedToEdge,48
60,DocumentEdge,21
61,RelatedToEdge,3
62,DocumentEdge,3
63,RelatedToEdge,143
64,DocumentEdge,14
65,RelatedToEdge,5
66,DocumentEdge,3
67,DocumentEdge,3
68,RelatedToEdge,3
69,DocumentEdge,2
70,DocumentEdge,17
71,RelatedToEdge,15
72,RelatedToEdge,3
73,RelatedToEdge,3
74,DocumentEdge,4
75,RelatedToEdge,3
76,DocumentEdge,2
77,RelatedToEdge,205
78,DocumentEdge,13
79,DocumentEdge,11
80,RelatedToEdge,177
81,DocumentEdge,3
82,RelatedToEdge,3
83,RelatedToEdge,12
84,DocumentEdge,139
85,RelatedToEdge,3
86,DocumentEdge,3
87,RelatedToEdge,2
88,DocumentEdge,5
89,RelatedToEdge,3
90,DocumentEdge,21
91,RelatedToEdge,27
92,DocumentEdge,4
93,RelatedToEdge,13
94,DocumentEdge,3
95,RelatedToEdge,474
96,DocumentEdge,4
97,RelatedToEdge,31
98,DocumentEdge,5
99,RelatedToEdge,8
100,DocumentEdge,11
101,RelatedToEdge,3
102,DocumentEdge,89
103,RelatedToEdge,15
104,DocumentEdge,3
105,RelatedToEdge,3
106,DocumentEdge,4
107,RelatedToEdge,3
108,DocumentEdge,3
109,DocumentEdge,7
110,RelatedToEdge,3
111,DocumentEdge,3
112,RelatedToEdge,7
113,DocumentEdge,3
114,RelatedToEdge,9
115,RelatedToEdge,11
116,DocumentEdge,3
117,RelatedToEdge,3
118,DocumentEdge,3
119,RelatedToEdge,3
120,DocumentEdge,21
121,RelatedToEdge,3
122,DocumentEdge,3
123,DocumentEdge,5
124,RelatedToEdge,3
125,DocumentEdge,3
126,RelatedToEdge,2
127,DocumentEdge,3
128,RelatedToEdge,3
129,RelatedToEdge,37
130,DocumentEdge,2
131,RelatedToEdge,3
132,DocumentEdge,2
133,RelatedToEdge,2
134,DocumentEdge,14
135,RelatedToEdge,13
136,DocumentEdge,3
137,RelatedToEdge,4
138,DocumentEdge,4
139,RelatedToEdge,3
140,DocumentEdge,49
141,RelatedToEdge,46
142,DocumentEdge,3
143,RelatedToEdge,5
144,DocumentEdge,19
145,RelatedToEdge,39
146,DocumentEdge,5
147,RelatedToEdge,3
148,DocumentEdge,2
149,RelatedToEdge,9
150,DocumentEdge,3
151,RelatedToEdge,3
152,DocumentEdge,3
153,RelatedToEdge,8
154,DocumentEdge,2
155,RelatedToEdge,25
156,DocumentEdge,3
157,RelatedToEdge,9
158,DocumentEdge,3
159,RelatedToEdge,9
160,DocumentEdge,3
161,RelatedToEdge,3
162,DocumentEdge,3
163,RelatedToEdge,2
164,DocumentEdge,3
165,RelatedToEdge,3
166,DocumentEdge,3
167,RelatedToEdge,5
168,DocumentEdge,227
169,RelatedToEdge,3
170,DocumentEdge,42
171,RelatedToEdge,4
172,DocumentEdge,3
173,RelatedToEdge,3
174,DocumentEdge,47
175,RelatedToEdge,58
176,DocumentEdge,24
177,RelatedToEdge,2
178,DocumentEdge,5
179,RelatedToEdge,38
180,DocumentEdge,25
181,RelatedToEdge,2
182,DocumentEdge,5
183,RelatedToEdge,5
184,DocumentEdge,7
185,RelatedToEdge,47
186,DocumentEdge,2
187,RelatedToEdge,3
188,DocumentEdge,3
189,RelatedToEdge,7
190,DocumentEdge,2
191,RelatedToEdge,7
192,DocumentEdge,3
193,RelatedToEdge,25
194,DocumentEdge,22
195,RelatedToEdge,3
196,DocumentEdge,3
197,RelatedToEdge,2
198,DocumentEdge,2
199,RelatedToEdge,3
200,DocumentEdge,3
201,RelatedToEdge,2
202,DocumentEdge,3
203,RelatedToEdge,3
204,DocumentEdge,4
205,RelatedToEdge,3
206,DocumentEdge,3
207,RelatedToEdge,5
208,DocumentEdge,11
209,RelatedToEdge,5
210,DocumentEdge,7
211,RelatedToEdge,10
212,DocumentEdge,159
213,RelatedToEdge,51
214,DocumentEdge,107
215,RelatedToEdge,35
216,DocumentEdge,3
217,RelatedToEdge,3
218,DocumentEdge,51
219,RelatedToEdge,96
220,DocumentEdge,3
221,RelatedToEdge,3
222,DocumentEdge,2
223,RelatedToEdge,3
224,DocumentEdge,3
225,RelatedToEdge,128
226,DocumentEdge,2
227,RelatedToEdge,7
228,DocumentEdge,3
229,RelatedToEdge,13
230,DocumentEdge,7
231,RelatedToEdge,3
232,DocumentEdge,12
233,RelatedToEdge,31
234,DocumentEdge,13
235,RelatedToEdge,32
236,DocumentEdge,15
237,RelatedToEdge,2
238,DocumentEdge,12
239,RelatedToEdge,3
240,DocumentEdge,2
241,RelatedToEdge,3
242,DocumentEdge,2
243,RelatedToEdge,5
244,DocumentEdge,9
245,RelatedToEdge,2
246,DocumentEdge,3
247,RelatedToEdge,3
248,DocumentEdge,6
249,RelatedToEdge,3
250,DocumentEdge,3
251,RelatedToEdge,2
252,DocumentEdge,13
253,RelatedToEdge,81
254,DocumentEdge,150
255,RelatedToEdge,144
256,DocumentEdge,20
257,RelatedToEdge,3
258,DocumentEdge,25
259,RelatedToEdge,10
260,DocumentEdge,40
