Edge ID,Type,Degree
0,DocumentEdge,2
1,DocumentEdge,2
2,DocumentEdge,2
3,DocumentEdge,3
4,RelatedToEdge,13
5,RelatedToEdge,2
6,RelatedToEdge,13
7,RelatedToEdge,19
8,DocumentEdge,2
9,RelatedToEdge,3
10,DocumentEdge,3
11,RelatedToEdge,3
12,DocumentEdge,3
13,RelatedToEdge,3
14,DocumentEdge,3
15,RelatedToEdge,3
16,DocumentEdge,15
17,RelatedToEdge,3
18,DocumentEdge,3
19,RelatedToEdge,3
20,DocumentEdge,2
21,RelatedToEdge,2
22,DocumentEdge,19
23,RelatedToEdge,2
24,DocumentEdge,13
25,RelatedToEdge,2
26,DocumentEdge,2
27,RelatedToEdge,3
28,DocumentEdge,3
29,RelatedToEdge,2
30,DocumentEdge,2
31,RelatedToEdge,3
32,DocumentEdge,3
33,RelatedToEdge,3
34,DocumentEdge,3
35,DocumentEdge,2
36,DocumentEdge,3
37,RelatedToEdge,3
38,RelatedToEdge,2
39,RelatedToEdge,3
40,DocumentEdge,3
41,RelatedToEdge,2
42,DocumentEdge,2
43,RelatedToEdge,3
44,DocumentEdge,2
45,RelatedToEdge,3
46,DocumentEdge,3
47,RelatedToEdge,3
48,DocumentEdge,3
49,RelatedToEdge,2
50,DocumentEdge,2
51,RelatedToEdge,2
52,DocumentEdge,3
53,RelatedToEdge,3
54,DocumentEdge,2
55,RelatedToEdge,3
56,DocumentEdge,3
57,RelatedToEdge,3
58,DocumentEdge,3
59,RelatedToEdge,3
60,DocumentEdge,3
61,RelatedToEdge,2
62,DocumentEdge,3
63,RelatedToEdge,3
64,DocumentEdge,3
65,RelatedToEdge,2
66,DocumentEdge,3
67,RelatedToEdge,3
68,DocumentEdge,3
69,RelatedToEdge,3
70,DocumentEdge,2
71,RelatedToEdge,2
72,DocumentEdge,3
73,RelatedToEdge,3
74,DocumentEdge,3
75,RelatedToEdge,3
76,DocumentEdge,3
77,RelatedToEdge,2
78,DocumentEdge,3
79,RelatedToEdge,3
80,DocumentEdge,2
81,RelatedToEdge,3
82,DocumentEdge,3
83,RelatedToEdge,5
84,DocumentEdge,2
85,RelatedToEdge,2
86,DocumentEdge,2
87,RelatedToEdge,9
88,DocumentEdge,3
89,RelatedToEdge,3
90,DocumentEdge,3
91,RelatedToEdge,2
92,DocumentEdge,3
93,RelatedToEdge,5
94,DocumentEdge,5
95,RelatedToEdge,26
96,DocumentEdge,4
97,RelatedToEdge,29
98,DocumentEdge,13
99,RelatedToEdge,13
100,DocumentEdge,12
101,RelatedToEdge,13
102,DocumentEdge,9
103,RelatedToEdge,13
104,DocumentEdge,13
105,RelatedToEdge,5
106,DocumentEdge,3
107,RelatedToEdge,8
108,DocumentEdge,13
109,DocumentEdge,3
110,DocumentEdge,18
111,RelatedToEdge,13
112,RelatedToEdge,13
113,RelatedToEdge,9
114,DocumentEdge,3
115,RelatedToEdge,13
116,DocumentEdge,2
117,RelatedToEdge,13
118,DocumentEdge,13
119,RelatedToEdge,5
120,DocumentEdge,20
121,RelatedToEdge,13
122,DocumentEdge,13
123,RelatedToEdge,13
124,DocumentEdge,2
125,RelatedToEdge,12
126,DocumentEdge,7
127,RelatedToEdge,12
128,DocumentEdge,13
129,RelatedToEdge,13
130,DocumentEdge,13
131,RelatedToEdge,13
132,DocumentEdge,9
133,RelatedToEdge,13
134,DocumentEdge,13
135,RelatedToEdge,2
136,DocumentEdge,13
137,RelatedToEdge,13
138,DocumentEdge,3
139,RelatedToEdge,13
140,DocumentEdge,13
141,RelatedToEdge,13
142,DocumentEdge,5
143,RelatedToEdge,12
144,DocumentEdge,13
145,RelatedToEdge,13
146,DocumentEdge,11
147,RelatedToEdge,13
148,DocumentEdge,13
149,RelatedToEdge,13
150,DocumentEdge,4
151,RelatedToEdge,13
152,DocumentEdge,12
153,RelatedToEdge,13
154,DocumentEdge,9
155,RelatedToEdge,5
156,DocumentEdge,13
157,RelatedToEdge,13
158,DocumentEdge,13
159,RelatedToEdge,12
160,DocumentEdge,13
161,RelatedToEdge,5
162,DocumentEdge,13
163,RelatedToEdge,12
164,DocumentEdge,4
165,RelatedToEdge,13
166,DocumentEdge,13
167,RelatedToEdge,12
168,DocumentEdge,13
169,RelatedToEdge,13
170,DocumentEdge,13
171,RelatedToEdge,13
172,DocumentEdge,13
173,RelatedToEdge,13
174,DocumentEdge,13
175,RelatedToEdge,13
176,DocumentEdge,13
177,RelatedToEdge,13
178,DocumentEdge,13
179,RelatedToEdge,13
180,DocumentEdge,13
181,RelatedToEdge,13
182,DocumentEdge,13
183,RelatedToEdge,13
184,DocumentEdge,13
185,RelatedToEdge,3
186,DocumentEdge,3
187,RelatedToEdge,2
188,DocumentEdge,3
189,RelatedToEdge,3
190,DocumentEdge,37
191,RelatedToEdge,3
192,DocumentEdge,3
193,RelatedToEdge,3
194,DocumentEdge,3
195,DocumentEdge,3
196,RelatedToEdge,2
197,RelatedToEdge,3
198,DocumentEdge,3
199,RelatedToEdge,4
200,ContainedInEdge,4
201,ContainedInEdge,3
202,ContainedInEdge,2
203,ContainedInEdge,3
204,ContainedInEdge,3
205,ContainedInEdge,3
206,ContainedInEdge,3
207,ContainedInEdge,3
208,ContainedInEdge,2
209,ContainedInEdge,3
210,ContainedInEdge,2
211,ContainedInEdge,3
212,ContainedInEdge,2
213,ContainedInEdge,3
214,ContainedInEdge,2
215,ContainedInEdge,3
216,ContainedInEdge,2
217,ContainedInEdge,2
218,ContainedInEdge,3
219,ContainedInEdge,4
220,ContainedInEdge,3
221,ContainedInEdge,2
222,ContainedInEdge,3
223,ContainedInEdge,3
224,ContainedInEdge,3
225,ContainedInEdge,3
226,ContainedInEdge,7
227,ContainedInEdge,3
228,ContainedInEdge,2
229,ContainedInEdge,3
230,ContainedInEdge,3
231,ContainedInEdge,2
232,ContainedInEdge,3
233,ContainedInEdge,3
234,ContainedInEdge,7
235,ContainedInEdge,2
236,ContainedInEdge,2
237,ContainedInEdge,3
238,ContainedInEdge,3
239,ContainedInEdge,3
240,ContainedInEdge,9
241,ContainedInEdge,2
242,ContainedInEdge,2
243,ContainedInEdge,2
244,ContainedInEdge,2
245,ContainedInEdge,2
246,ContainedInEdge,3
247,ContainedInEdge,3
248,ContainedInEdge,3
249,ContainedInEdge,2
250,ContainedInEdge,2
251,ContainedInEdge,3
252,ContainedInEdge,3
253,ContainedInEdge,3
254,ContainedInEdge,3
255,ContainedInEdge,3
256,ContainedInEdge,3
257,ContainedInEdge,2
258,ContainedInEdge,3
259,ContainedInEdge,3
260,ContainedInEdge,5
261,ContainedInEdge,3
262,ContainedInEdge,3
263,ContainedInEdge,5
264,ContainedInEdge,7
265,ContainedInEdge,2
266,ContainedInEdge,13
267,ContainedInEdge,16
268,ContainedInEdge,13
269,ContainedInEdge,13
270,ContainedInEdge,13
271,ContainedInEdge,13
272,ContainedInEdge,13
273,ContainedInEdge,13
274,ContainedInEdge,13
275,ContainedInEdge,13
