NodeID,Type,Name,VertexDegree,EdgeDegree,InVertexDegree,OutVertexDegree,InEdgeDegree,OutEdgeDegree,DirectedInVertexDegree,DirectedOutVertexDegree,DirectedInEdgeDegree,DirectedOutEdgeDegree
0,EntityNode,John Partridge,468,3,468,468,3,2,1,0,1,0
1,EntityNode,Weka (machine learning),471,3,471,471,3,2,1,0,1,0
2,EntityNode,Royal Ballet School,468,2,468,468,2,1,3,0,1,0
3,EntityNode,Concept drift,471,2,471,471,2,1,2,0,1,0
4,EntityNode,Antoinette Sibley,468,2,468,468,2,2,0,0,0,0
5,EntityNode,Data mining,471,3,471,471,3,2,1,0,1,0
6,EntityNode,Elmhurst School for Dance,468,3,468,468,3,2,2,0,1,0
7,EntityNode,Christopher Wheeldon,468,3,468,468,3,2,1,0,1,0
8,EntityNode,Data stream mining,471,3,471,471,3,2,2,0,1,0
9,EntityNode,Freud Museum,320,3,320,320,3,2,2,0,1,0
10,EntityNode,Sherlock Holmes Museum,320,3,320,320,3,2,2,0,1,0
11,EntityNode,Geffrye Museum,320,3,320,320,3,2,1,0,1,0
12,EntityNode,Handel House Museum,320,3,320,320,3,2,2,0,1,0
13,EntityNode,Wellcome Collection,320,2,320,320,2,2,0,0,0,0
14,EntityNode,Sir John Soane's Museum,320,3,320,320,3,2,3,0,1,0
15,EntityNode,Guildhall Art Gallery,320,3,320,320,3,2,1,0,1,0
16,EntityNode,Wallace Collection,320,2,320,320,2,2,0,0,0,0
17,EntityNode,The Hayward,320,3,320,320,3,2,1,0,1,0
18,EntityNode,Whitechapel Art Gallery,320,3,320,320,3,2,2,0,1,0
19,EntityNode,Hogarth's House,320,2,320,320,2,2,0,0,0,0
20,EntityNode,William Morris Gallery,320,3,320,320,3,2,1,0,1,0
21,EntityNode,Horniman Museum,320,3,320,320,3,2,2,0,1,0
22,EntityNode,Institute of Contemporary Arts,320,2,320,320,2,2,0,0,0,0
23,EntityNode,Leighton House Museum,320,3,320,320,3,2,2,0,1,0
24,EntityNode,London Transport Museum,320,3,320,320,3,2,3,0,1,0
25,EntityNode,Museum of Garden History,320,3,320,320,3,2,2,0,1,0
26,EntityNode,Museum of London,320,3,320,320,3,2,2,0,1,0
27,EntityNode,Museum in Docklands,320,3,320,320,3,2,1,0,1,0
28,EntityNode,Royal Collection,320,3,320,320,3,2,1,0,1,0
29,EntityNode,Petrie Museum,320,3,320,320,3,2,1,0,1,0
30,EntityNode,Queen's Gallery,321,3,321,320,3,2,1,0,1,0
31,EntityNode,Serpentine Gallery,320,2,320,320,2,2,0,0,0,0
32,EntityNode,Royal Academy of Arts,320,3,320,320,3,2,1,0,1,0
33,EntityNode,Saatchi Gallery,320,3,320,320,3,2,1,0,1,0
34,EntityNode,Science Museum,320,3,320,320,3,2,1,0,1,0
35,EntityNode,2 Willow Road,320,3,320,320,3,2,2,0,1,0
36,EntityNode,George Frideric Handel,320,3,320,320,3,2,1,0,1,0
37,EntityNode,Tate,320,3,320,320,3,2,1,0,1,0
38,EntityNode,Queen's House,321,3,321,320,3,2,1,0,1,0
39,EntityNode,Imperial War Museum,320,3,320,320,3,2,2,0,1,0
40,EntityNode,Jimi Hendrix,320,3,320,320,3,2,2,0,1,0
41,EntityNode,List of museums in London,321,3,321,320,3,2,2,0,1,0
42,EntityNode,Tate Britain,320,3,320,320,3,2,2,0,1,0
43,EntityNode,Blewcoat School,320,3,320,320,3,2,2,0,1,0
44,EntityNode,baroque,320,2,320,320,2,2,0,0,0,0
45,EntityNode,Carlyle's House,320,2,320,320,2,2,0,0,0,0
46,EntityNode,Brook Street,320,3,320,320,3,2,2,0,1,0
47,EntityNode,National Maritime Museum,320,3,320,320,3,2,1,0,1,0
48,EntityNode,Tate Modern,320,3,320,320,3,2,2,0,1,0
49,EntityNode,Eastbury Manor House,320,3,320,320,3,2,1,0,1,0
50,EntityNode,Lindsey House (restricted),320,2,320,320,2,2,0,0,0,0
51,EntityNode,baroque music,320,3,320,320,3,2,1,0,1,0
52,EntityNode,Victoria and Albert Museum,320,3,320,320,3,2,3,0,1,0
53,EntityNode,Fenton House,320,3,320,320,3,2,1,0,1,0
54,EntityNode,Churchill Museum and Cabinet War Rooms,320,3,320,320,3,2,3,0,1,0
55,EntityNode,V&A Museum of Childhood,320,3,320,320,3,2,2,0,1,0
56,EntityNode,George Inn,320,3,320,320,3,2,1,0,1,0
57,EntityNode,HMS Belfast,320,3,320,320,3,2,1,0,1,0
58,EntityNode,English Heritage,320,3,320,320,3,2,1,0,1,0
59,EntityNode,Morden Hall Park,320,3,320,320,3,2,3,0,1,0
60,EntityNode,Apsley House,320,2,320,320,2,2,0,0,0,0
61,EntityNode,Coordinates,320,2,320,320,2,2,0,0,0,0
62,EntityNode,Roman Baths,320,3,320,320,3,2,1,0,1,0
63,EntityNode,Fireworks Music,320,3,320,320,3,2,1,0,1,0
64,EntityNode,Osterley Park,320,3,320,320,3,2,1,0,1,0
65,EntityNode,Chiswick House,320,3,320,320,3,2,1,0,1,0
66,EntityNode,German,2062,5,2062,2062,5,4,1,0,1,0
67,EntityNode,Red House,320,3,320,320,3,2,1,0,1,0
68,EntityNode,Foundling Museum,320,3,320,320,3,2,1,0,1,0
69,EntityNode,Down House,321,3,321,320,3,2,1,0,1,0
70,EntityNode,London,3928,11,3928,3928,11,10,1,0,1,0
71,EntityNode,Zadok the Priest,320,3,320,320,3,2,2,0,1,0
72,EntityNode,Eltham Palace,320,3,320,320,3,2,1,0,1,0
73,EntityNode,The Messiah,320,3,320,320,3,2,1,0,1,0
74,EntityNode,blue plaque,320,3,320,320,3,2,1,0,1,0
75,EntityNode,Sutton House,320,3,320,320,3,2,1,0,1,0
76,EntityNode,Blue Plaque,320,3,320,320,3,2,1,0,1,0
77,EntityNode,Mayfair,320,3,320,320,3,2,1,0,1,0
78,EntityNode,British Museum,1586,5,1586,1586,5,4,2,0,1,0
79,EntityNode,Jewel Tower,320,3,320,320,3,2,2,0,1,0
80,EntityNode,British Library,320,3,320,320,3,2,1,0,1,0
81,EntityNode,Barbican Art Gallery,320,3,320,320,3,2,2,0,1,0
82,EntityNode,National Gallery,320,2,320,320,2,2,0,0,0,0
83,EntityNode,Kenwood House (Iveagh Bequest),320,3,320,320,3,2,3,0,1,0
84,EntityNode,Courtauld Gallery,320,3,320,320,3,2,1,0,1,0
85,EntityNode,London Wall,320,3,320,320,3,2,2,0,1,0
86,EntityNode,Design Museum,320,3,320,320,3,2,2,0,1,0
87,EntityNode,Royal Observatory,320,3,320,320,3,2,1,0,1,0
88,EntityNode,National Portrait Gallery,320,3,320,320,3,2,1,0,1,0
89,EntityNode,Marble Hill House,320,3,320,320,3,2,1,0,1,0
90,EntityNode,National Army Museum,320,3,320,320,3,2,1,0,1,0
91,EntityNode,Dulwich Picture Gallery,320,3,320,320,3,2,1,0,1,0
92,EntityNode,Ranger's House (Wernher Collection),320,3,320,320,3,2,1,0,1,0
93,EntityNode,National Trust,320,3,320,320,3,2,1,0,1,0
94,EntityNode,Estorick Collection,320,3,320,320,3,2,1,0,1,0
95,EntityNode,Natural History Museum,320,3,320,320,3,2,1,0,1,0
96,EntityNode,Winchester Palace,320,2,320,320,2,2,0,0,0,0
97,EntityNode,OBE,468,2,468,468,2,2,0,0,0,0
98,EntityNode,CBE,468,3,468,468,3,2,1,0,1,0
99,EntityNode,Tom Sapsford,468,3,468,468,3,2,2,0,1,0
100,EntityNode,Covent Garden,468,3,468,468,3,2,2,0,1,0
101,EntityNode,DBE,468,3,468,468,3,2,1,0,1,0
102,EntityNode,Wayne Sleep,468,3,468,468,3,2,1,0,1,0
103,EntityNode,Peter Royston,468,3,468,468,3,2,2,0,1,0
104,EntityNode,Lynn Seymour,468,3,468,468,3,2,2,0,1,0
105,EntityNode,Birmingham,468,3,468,468,3,2,1,0,1,0
106,EntityNode,boarding school,468,3,468,468,3,2,1,0,1,0
107,EntityNode,Georgian,468,3,468,468,3,2,1,0,1,0
108,EntityNode,Birmingham Hippodrome,468,3,468,468,3,2,1,0,1,0
109,EntityNode,John Neumeier,468,3,468,468,3,2,2,0,1,0
110,EntityNode,Ninette de Valois,469,3,469,468,3,2,1,0,1,0
111,EntityNode,Liam Mower,468,3,468,468,3,2,2,0,1,0
112,EntityNode,"White Lodge, Richmond Park",468,3,468,468,3,2,3,0,1,0
113,EntityNode,Hetty Baynes,468,2,468,468,2,2,0,0,0,0
114,EntityNode,Birmingham Royal Ballet,468,3,468,468,3,2,3,0,1,0
115,EntityNode,OM,468,2,468,468,2,2,0,0,0,0
116,EntityNode,Helen Anker,468,3,468,468,3,2,2,0,1,0
117,EntityNode,Merle Park,468,3,468,468,3,2,1,0,1,0
118,EntityNode,Simone Clarke,468,2,468,468,2,2,0,0,0,0
119,EntityNode,King George II,468,3,468,468,3,2,1,0,1,0
120,EntityNode,Marianela Núñez,469,3,469,468,3,2,2,0,1,0
121,EntityNode,Leanne Benjamin,468,3,468,468,3,2,1,0,1,0
122,EntityNode,Deborah Bull,468,3,468,468,3,2,2,0,1,0
123,EntityNode,English National Ballet,468,3,468,468,3,2,2,0,1,0
124,EntityNode,CH,468,2,468,468,2,2,0,0,0,0
125,EntityNode,Classical Ballet,468,3,468,468,3,2,1,0,1,0
126,EntityNode,Debbie McGee,468,3,468,468,3,2,1,0,1,0
127,EntityNode,Louise Robey,468,2,468,468,2,2,0,0,0,0
128,EntityNode,Richard Blackford,468,3,468,468,3,2,2,0,1,0
129,EntityNode,Ayako Nakano,468,3,468,468,3,2,2,0,1,0
130,EntityNode,Miyako Yoshida,468,3,468,468,3,2,2,0,1,0
131,EntityNode,Darcey Bussell,468,2,468,468,2,2,0,0,0,0
132,EntityNode,Michael Clark,468,3,468,468,3,2,2,0,1,0
133,EntityNode,Coeducational,468,2,468,468,2,2,0,0,0,0
134,EntityNode,Monica Mason,468,3,468,468,3,2,2,0,1,0
135,EntityNode,"Atomic, molecular, and optical physics",173,3,173,173,3,2,1,0,1,0
136,EntityNode,atomic physics,173,2,173,173,2,2,0,0,0,0
137,EntityNode,Special relativity,173,3,173,173,3,2,1,0,1,0
138,EntityNode,Optical physics,173,2,173,173,2,2,0,0,0,0
139,EntityNode,Statics,173,2,173,173,2,2,0,0,0,0
140,EntityNode,physical chemistry,173,2,173,173,2,2,0,0,0,0
