Node ID,Type,Degree
0,EntityNode,2491
1,EntityNode,260
2,EntityNode,4836
3,EntityNode,30772
4,EntityNode,2469
5,EntityNode,24947
6,EntityNode,1642
7,EntityNode,2129
8,EntityNode,337
9,EntityNode,3432
10,EntityNode,260
11,EntityNode,23879
12,EntityNode,2129
13,EntityNode,4507
14,EntityNode,2130
15,EntityNode,2130
16,EntityNode,322
17,EntityNode,3027
18,EntityNode,8256
19,EntityNode,8131
20,EntityNode,687
21,EntityNode,7970
22,EntityNode,4183
23,EntityNode,5482
24,EntityNode,322
25,EntityNode,322
26,EntityNode,11793
27,EntityNode,15126
28,EntityNode,2129
29,EntityNode,260
30,EntityNode,2129
31,EntityNode,41750
32,EntityNode,6032
33,EntityNode,6403
34,EntityNode,9235
35,EntityNode,5864
36,EntityNode,4548
37,EntityNode,1138
38,EntityNode,1138
39,EntityNode,29806
40,EntityNode,1138
41,EntityNode,26898
42,EntityNode,1138
43,EntityNode,12326
44,EntityNode,11897
45,EntityNode,5603
46,EntityNode,31010
47,EntityNode,2129
48,EntityNode,47564
49,EntityNode,2639
50,EntityNode,12676
51,EntityNode,23905
52,EntityNode,322
53,EntityNode,10560
54,EntityNode,1146
55,EntityNode,5656
56,EntityNode,260
57,EntityNode,4249
58,EntityNode,19597
59,EntityNode,17742
60,EntityNode,11695
61,EntityNode,2129
62,EntityNode,2129
63,EntityNode,30611
64,EntityNode,6940
65,EntityNode,3432
66,EntityNode,260
67,EntityNode,2129
68,EntityNode,260
69,EntityNode,260
70,EntityNode,5601
71,EntityNode,7963
72,EntityNode,260
73,EntityNode,260
74,EntityNode,2255
75,EntityNode,261
76,EntityNode,1138
77,EntityNode,36003
78,EntityNode,5102
79,EntityNode,1888
80,EntityNode,24639
81,EntityNode,322
82,EntityNode,260
83,EntityNode,7704
84,EntityNode,29993
85,EntityNode,260
86,EntityNode,322
87,EntityNode,322
88,EntityNode,844
89,EntityNode,1138
90,EntityNode,7137
91,EntityNode,3815
92,EntityNode,2999
93,EntityNode,4912
94,EntityNode,322
95,EntityNode,49524
96,EntityNode,2429
97,EntityNode,8752
98,EntityNode,2990
99,EntityNode,3628
100,EntityNode,5496
101,EntityNode,1140
102,EntityNode,26726
103,EntityNode,6397
104,EntityNode,2133
105,EntityNode,1139
106,EntityNode,2964
107,EntityNode,1138
108,EntityNode,2129
109,EntityNode,4429
110,EntityNode,1138
111,EntityNode,1138
112,EntityNode,3601
113,EntityNode,2129
114,EntityNode,3883
115,EntityNode,6846
116,EntityNode,1138
117,EntityNode,1138
118,EntityNode,2131
119,EntityNode,2129
120,EntityNode,11704
121,EntityNode,1138
122,EntityNode,2129
123,EntityNode,1840
124,EntityNode,1138
125,EntityNode,2131
126,EntityNode,1138
127,EntityNode,2129
128,EntityNode,1138
129,EntityNode,10609
130,EntityNode,1138
131,EntityNode,1138
132,EntityNode,1138
133,EntityNode,1138
134,EntityNode,9037
135,EntityNode,3227
136,EntityNode,1138
137,EntityNode,1480
138,EntityNode,2812
139,EntityNode,1138
140,EntityNode,14673
141,EntityNode,15574
142,EntityNode,1139
143,EntityNode,2446
144,EntityNode,10998
145,EntityNode,11443
146,EntityNode,3502
147,EntityNode,1138
148,EntityNode,1138
149,EntityNode,2638
150,EntityNode,1138
151,EntityNode,1138
152,EntityNode,1138
153,EntityNode,3250
154,EntityNode,1138
155,EntityNode,8014
156,EntityNode,1138
157,EntityNode,2842
158,EntityNode,1139
159,EntityNode,2052
160,EntityNode,1138
161,EntityNode,1139
162,EntityNode,1140
163,EntityNode,1138
164,EntityNode,1138
165,EntityNode,1138
166,EntityNode,1138
167,EntityNode,1921
168,EntityNode,28434
169,EntityNode,1138
170,EntityNode,10210
171,EntityNode,3046
172,EntityNode,1138
173,EntityNode,1138
174,EntityNode,11809
175,EntityNode,9204
176,EntityNode,5669
177,EntityNode,1138
178,EntityNode,1512
179,EntityNode,10525
180,EntityNode,13887
181,EntityNode,1138
182,EntityNode,3137
183,EntityNode,2488
184,EntityNode,4890
185,EntityNode,13506
186,EntityNode,1138
187,EntityNode,1138
188,EntityNode,1138
189,EntityNode,3325
190,EntityNode,1138
191,EntityNode,2660
192,EntityNode,1139
193,EntityNode,9591
194,EntityNode,9290
195,EntityNode,1138
196,EntityNode,1138
197,EntityNode,1138
198,EntityNode,1138
199,EntityNode,1138
200,EntityNode,1138
201,EntityNode,1138
202,EntityNode,1138
203,EntityNode,1138
204,EntityNode,1336
205,EntityNode,1138
206,EntityNode,1138
207,EntityNode,1626
208,EntityNode,5998
209,EntityNode,3502
210,EntityNode,4103
211,EntityNode,5401
212,EntityNode,36785
213,EntityNode,16742
214,EntityNode,17112
215,EntityNode,8117
216,EntityNode,1138
217,EntityNode,1138
218,EntityNode,17542
219,EntityNode,29292
220,EntityNode,1138
221,EntityNode,1138
222,EntityNode,1138
223,EntityNode,1138
224,EntityNode,1138
225,EntityNode,30478
226,EntityNode,1138
227,EntityNode,2518
228,EntityNode,1138
229,EntityNode,5101
230,EntityNode,4423
231,EntityNode,1138
232,EntityNode,4022
233,EntityNode,8985
234,EntityNode,5648
235,EntityNode,14855
236,EntityNode,4486
237,EntityNode,1138
238,EntityNode,7493
239,EntityNode,1138
240,EntityNode,1138
241,EntityNode,1138
242,EntityNode,1138
243,EntityNode,1864
244,EntityNode,2036
245,EntityNode,1138
246,EntityNode,1138
247,EntityNode,1139
248,EntityNode,1515
249,EntityNode,1138
250,EntityNode,1138
251,EntityNode,1138
252,EntityNode,6804
253,EntityNode,10650
254,EntityNode,12784
255,EntityNode,35200
256,EntityNode,7217
257,EntityNode,1140
258,EntityNode,5233
259,EntityNode,3625
260,EntityNode,9728
261,EntityNode,1138
262,EntityNode,1139
263,EntityNode,9108
264,EntityNode,1138
265,EntityNode,8039
266,EntityNode,1139
267,EntityNode,1138
268,EntityNode,7346
269,EntityNode,1139
270,EntityNode,1140
271,EntityNode,1138
272,EntityNode,1138
273,EntityNode,1138
274,EntityNode,1138
275,EntityNode,9390
276,EntityNode,322
277,EntityNode,260
278,EntityNode,2129
279,EntityNode,14756
280,EntityNode,2129
281,EntityNode,4693
282,EntityNode,14757
283,EntityNode,54978
284,EntityNode,7181
285,EntityNode,2129
286,EntityNode,6478
287,EntityNode,3026
288,EntityNode,2932
289,EntityNode,1233
290,EntityNode,4554
291,EntityNode,9947
292,EntityNode,322
293,EntityNode,7671
294,EntityNode,5955
295,EntityNode,7364
296,EntityNode,7303
297,EntityNode,3174
298,EntityNode,2129
299,EntityNode,2129
300,EntityNode,13256
301,EntityNode,3137
302,EntityNode,2129
303,EntityNode,2129
304,EntityNode,4455
305,EntityNode,4455
306,EntityNode,2129
307,EntityNode,5935
308,EntityNode,10650
309,EntityNode,2129
310,EntityNode,6299
311,EntityNode,11254
312,EntityNode,2129
313,EntityNode,2129
314,EntityNode,2129
315,EntityNode,6505
316,EntityNode,2129
317,EntityNode,2129
318,EntityNode,4353
319,EntityNode,2130
320,EntityNode,11725
321,EntityNode,14175
322,EntityNode,2491
323,EntityNode,2129
324,EntityNode,13906
325,EntityNode,4509
326,EntityNode,2979
327,EntityNode,15249
328,EntityNode,11678
329,EntityNode,11634
330,EntityNode,12923
331,EntityNode,2129
332,EntityNode,4792
333,EntityNode,2129
334,EntityNode,2129
335,EntityNode,4770
336,EntityNode,5771
337,EntityNode,15210
338,EntityNode,2129
339,EntityNode,2129
340,EntityNode,2429
341,EntityNode,2129
342,EntityNode,3290
343,EntityNode,2130
344,EntityNode,10958
345,EntityNode,2131
346,EntityNode,5656
347,EntityNode,17004
348,EntityNode,2129
349,EntityNode,2129
350,EntityNode,10703
351,EntityNode,2130
352,EntityNode,10101
353,EntityNode,2129
354,EntityNode,2129
355,EntityNode,2129
356,EntityNode,2129
357,EntityNode,11487
358,EntityNode,2129
359,EntityNode,18771
360,EntityNode,2129
361,EntityNode,2129
362,EntityNode,13142
363,EntityNode,15593
364,EntityNode,2130
365,EntityNode,4023
366,EntityNode,2129
367,EntityNode,14877
368,EntityNode,10403
369,EntityNode,2881
370,EntityNode,12169
371,EntityNode,2130
372,EntityNode,2129
373,EntityNode,11545
374,EntityNode,9313
375,EntityNode,2130
376,EntityNode,2129
377,EntityNode,7720
378,EntityNode,3942
379,EntityNode,6831
380,EntityNode,12981
381,EntityNode,9461
382,EntityNode,5922
383,EntityNode,2129
384,EntityNode,4183
385,EntityNode,2130
386,EntityNode,4968
387,EntityNode,14437
388,EntityNode,7843
389,EntityNode,2129
390,EntityNode,9935
391,EntityNode,2129
392,EntityNode,11678
393,EntityNode,2129
394,EntityNode,6596
395,EntityNode,2129
396,EntityNode,2129
397,EntityNode,3690
398,EntityNode,2129
399,EntityNode,2129
400,EntityNode,2438
401,EntityNode,7355
402,EntityNode,5107
403,EntityNode,4549
404,EntityNode,2129
405,EntityNode,5166
406,EntityNode,16754
407,EntityNode,20397
408,EntityNode,15496
409,EntityNode,22038
410,EntityNode,3222
411,EntityNode,13495
412,EntityNode,4516
413,EntityNode,11703
414,EntityNode,16319
415,EntityNode,2129
416,EntityNode,22250
417,EntityNode,18142
418,EntityNode,14216
419,EntityNode,20778
420,EntityNode,12791
421,EntityNode,21850
422,EntityNode,11788
423,EntityNode,13871
424,EntityNode,4572
425,EntityNode,21899
426,EntityNode,2129
427,EntityNode,6505
428,EntityNode,9749
429,EntityNode,12276
430,EntityNode,2129
